Titre de tracé : 11015765;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 11015765)
5041;09/09/2021;08:00:00;13.461
5042;09/09/2021;10:00:00;15.473
5043;09/09/2021;12:00:00;18.996
5044;09/09/2021;14:00:00;21.282
5045;09/09/2021;16:00:00;21.378
5046;09/09/2021;18:00:00;18.901
5047;09/09/2021;20:00:00;20.519
5048;09/09/2021;22:00:00;20.138
5049;09/10/2021;00:00:00;18.996
5050;09/10/2021;02:00:00;17.760
5051;09/10/2021;04:00:00;16.808
5052;09/10/2021;06:00:00;15.951
5053;09/10/2021;08:00:00;15.282
5054;09/10/2021;10:00:00;16.999
5055;09/10/2021;12:00:00;19.853
5056;09/10/2021;14:00:00;19.758
5057;09/10/2021;16:00:00;20.519
5058;09/10/2021;18:00:00;20.234
5059;09/10/2021;20:00:00;19.377
5060;09/10/2021;22:00:00;15.760
5061;09/11/2021;00:00:00;12.980
5062;09/11/2021;02:00:00;11.139
5063;09/11/2021;04:00:00;10.357
5064;09/11/2021;06:00:00;9.768
5065;09/11/2021;08:00:00;8.978
5066;09/11/2021;10:00:00;10.944
5067;09/11/2021;12:00:00;20.329
5068;09/11/2021;14:00:00;28.159
5069;09/11/2021;16:00:00;31.472
5070;09/11/2021;18:00:00;29.953
5071;09/11/2021;20:00:00;25.416
5072;09/11/2021;22:00:00;20.710
5073;09/12/2021;00:00:00;17.284
5074;09/12/2021;02:00:00;15.282
5075;09/12/2021;04:00:00;13.461
5076;09/12/2021;06:00:00;11.916
5077;09/12/2021;08:00:00;10.748
5078;09/12/2021;10:00:00;12.883
5079;09/12/2021;12:00:00;22.525
5080;09/12/2021;14:00:00;29.752
5081;09/12/2021;16:00:00;31.880
5082;09/12/2021;18:00:00;31.676
5083;09/12/2021;20:00:00;27.665
5084;09/12/2021;22:00:00;20.424
5085;09/13/2021;00:00:00;16.999
5086;09/13/2021;02:00:00;14.613
5087;09/13/2021;04:00:00;12.497
5088;09/13/2021;06:00:00;10.748
5089;09/13/2021;08:00:00;12.013
5090;09/13/2021;10:00:00;15.569
5091;09/13/2021;12:00:00;20.901
5092;09/13/2021;14:00:00;23.677
5093;09/13/2021;16:00:00;25.319
5094;09/13/2021;18:00:00;21.378
5095;09/13/2021;20:00:00;24.835
5096;09/13/2021;22:00:00;23.773
5097;09/14/2021;00:00:00;21.760
5098;09/14/2021;02:00:00;19.948
5099;09/14/2021;04:00:00;18.521
5100;09/14/2021;06:00:00;17.379
5101;09/14/2021;08:00:00;16.808
