Titre de tracé : 11015761;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 11015761)
802;10/06/2020;02:00:00;3.998
803;10/06/2020;04:00:00;3.261
804;10/06/2020;06:00:00;1.980
805;10/06/2020;08:00:00;1.872
806;10/06/2020;10:00:00;6.064
807;10/06/2020;12:00:00;6.370
808;10/06/2020;14:00:00;7.179
809;10/06/2020;16:00:00;7.582
810;10/06/2020;18:00:00;6.370
811;10/06/2020;20:00:00;5.552
812;10/06/2020;22:00:00;4.311
813;10/07/2020;00:00:00;3.998
814;10/07/2020;02:00:00;2.624
815;10/07/2020;04:00:00;2.517
816;10/07/2020;06:00:00;2.303
817;10/07/2020;08:00:00;2.088
818;10/07/2020;10:00:00;4.727
819;10/07/2020;12:00:00;11.334
820;10/07/2020;14:00:00;10.651
821;10/07/2020;16:00:00;8.481
822;10/07/2020;18:00:00;5.860
823;10/07/2020;20:00:00;4.207
824;10/07/2020;22:00:00;2.943
825;10/08/2020;00:00:00;2.303
826;10/08/2020;02:00:00;1.656
827;10/08/2020;04:00:00;1.112
828;10/08/2020;06:00:00;0.784
829;10/08/2020;08:00:00;0.674
830;10/08/2020;10:00:00;4.311
831;10/08/2020;12:00:00;14.613
832;10/08/2020;14:00:00;13.558
833;10/08/2020;16:00:00;12.690
834;10/08/2020;18:00:00;9.768
835;10/08/2020;20:00:00;7.381
836;10/08/2020;22:00:00;5.962
837;10/09/2020;00:00:00;4.415
838;10/09/2020;02:00:00;3.788
839;10/09/2020;04:00:00;3.472
840;10/09/2020;06:00:00;2.624
841;10/09/2020;08:00:00;2.624
842;10/09/2020;10:00:00;5.860
843;10/09/2020;12:00:00;10.846
844;10/09/2020;14:00:00;12.304
845;10/09/2020;16:00:00;12.304
846;10/09/2020;18:00:00;10.455
847;10/09/2020;20:00:00;7.079
848;10/09/2020;22:00:00;5.552
849;10/10/2020;00:00:00;4.311
850;10/10/2020;02:00:00;3.893
851;10/10/2020;04:00:00;3.367
852;10/10/2020;06:00:00;2.943
853;10/10/2020;08:00:00;3.049
854;10/10/2020;10:00:00;6.268
855;10/10/2020;12:00:00;10.259
856;10/10/2020;14:00:00;9.571
857;10/10/2020;16:00:00;8.182
858;10/10/2020;18:00:00;6.877
859;10/10/2020;20:00:00;5.037
860;10/10/2020;22:00:00;3.367
861;10/11/2020;00:00:00;3.367
862;10/11/2020;02:00:00;2.088
863;10/11/2020;04:00:00;1.764
864;10/11/2020;06:00:00;1.764
865;10/11/2020;08:00:00;1.656
866;10/11/2020;10:00:00;3.155
867;10/11/2020;12:00:00;7.882
868;10/11/2020;14:00:00;8.282
869;10/11/2020;16:00:00;5.244
870;10/11/2020;18:00:00;3.683
871;10/11/2020;20:00:00;2.303
872;10/11/2020;22:00:00;1.764
873;10/12/2020;00:00:00;1.548
874;10/12/2020;02:00:00;1.221
875;10/12/2020;04:00:00;0.453
876;10/12/2020;06:00:00;0.121
877;10/12/2020;08:00:00;-0.437
878;10/12/2020;10:00:00;0.453
879;10/12/2020;12:00:00;3.155
880;10/12/2020;14:00:00;7.280
881;10/12/2020;16:00:00;4.207
882;10/12/2020;18:00:00;1.872
883;10/12/2020;20:00:00;0.453
884;10/12/2020;22:00:00;-0.213
885;10/13/2020;00:00:00;-0.549
886;10/13/2020;02:00:00;-0.774
887;10/13/2020;04:00:00;-0.887
888;10/13/2020;06:00:00;-1.001
889;10/13/2020;08:00:00;-1.341
890;10/13/2020;10:00:00;1.112
891;10/13/2020;12:00:00;4.415
892;10/13/2020;14:00:00;8.182
893;10/13/2020;16:00:00;6.775
894;10/13/2020;18:00:00;4.623
895;10/13/2020;20:00:00;2.730
896;10/13/2020;22:00:00;1.872
897;10/14/2020;00:00:00;1.872
898;10/14/2020;02:00:00;1.764
899;10/14/2020;04:00:00;1.656
900;10/14/2020;06:00:00;1.548
901;10/14/2020;08:00:00;1.439
902;10/14/2020;10:00:00;4.311
903;10/14/2020;12:00:00;11.041
904;10/14/2020;14:00:00;10.455
905;10/14/2020;16:00:00;9.472
906;10/14/2020;18:00:00;6.370
907;10/14/2020;20:00:00;4.623
908;10/14/2020;22:00:00;3.788
909;10/15/2020;00:00:00;3.261
910;10/15/2020;02:00:00;2.195
911;10/15/2020;04:00:00;2.088
912;10/15/2020;06:00:00;1.872
913;10/15/2020;08:00:00;1.439
914;10/15/2020;10:00:00;2.837
915;10/15/2020;12:00:00;4.311
916;10/15/2020;14:00:00;5.347
917;10/15/2020;16:00:00;4.415
918;10/15/2020;18:00:00;2.943
919;10/15/2020;20:00:00;1.980
920;10/15/2020;22:00:00;1.548
921;10/16/2020;00:00:00;1.221
922;10/16/2020;02:00:00;1.112
923;10/16/2020;04:00:00;0.893
924;10/16/2020;06:00:00;0.893
925;10/16/2020;08:00:00;0.784
926;10/16/2020;10:00:00;1.548
927;10/16/2020;12:00:00;5.347
928;10/16/2020;14:00:00;5.655
929;10/16/2020;16:00:00;4.831
930;10/16/2020;18:00:00;3.578
931;10/16/2020;20:00:00;2.624
932;10/16/2020;22:00:00;2.303
933;10/17/2020;00:00:00;1.764
934;10/17/2020;02:00:00;1.330
935;10/17/2020;04:00:00;0.674
936;10/17/2020;06:00:00;-0.325
937;10/17/2020;08:00:00;-0.549
938;10/17/2020;10:00:00;2.088
939;10/17/2020;12:00:00;11.139
940;10/17/2020;14:00:00;11.041
941;10/17/2020;16:00:00;8.978
942;10/17/2020;18:00:00;6.775
943;10/17/2020;20:00:00;5.244
944;10/17/2020;22:00:00;4.311
945;10/18/2020;00:00:00;3.578
946;10/18/2020;02:00:00;1.548
947;10/18/2020;04:00:00;0.453
948;10/18/2020;06:00:00;-0.102
949;10/18/2020;08:00:00;-0.549
950;10/18/2020;10:00:00;2.517
951;10/18/2020;12:00:00;11.528
952;10/18/2020;14:00:00;10.357
953;10/18/2020;16:00:00;9.077
954;10/18/2020;18:00:00;6.064
955;10/18/2020;20:00:00;4.623
956;10/18/2020;22:00:00;3.998
957;10/19/2020;00:00:00;2.195
958;10/19/2020;02:00:00;0.893
959;10/19/2020;04:00:00;0.121
960;10/19/2020;06:00:00;-0.325
961;10/19/2020;08:00:00;-0.437
962;10/19/2020;10:00:00;2.624
963;10/19/2020;12:00:00;12.207
964;10/19/2020;14:00:00;10.944
965;10/19/2020;16:00:00;9.866
966;10/19/2020;18:00:00;7.782
967;10/19/2020;20:00:00;4.934
968;10/19/2020;22:00:00;3.683
969;10/20/2020;00:00:00;2.410
970;10/20/2020;02:00:00;1.656
971;10/20/2020;04:00:00;1.003
972;10/20/2020;06:00:00;0.674
973;10/20/2020;08:00:00;0.784
974;10/20/2020;10:00:00;4.311
975;10/20/2020;12:00:00;11.041
976;10/20/2020;14:00:00;11.041
977;10/20/2020;16:00:00;10.161
978;10/20/2020;18:00:00;8.581
979;10/20/2020;20:00:00;6.674
980;10/20/2020;22:00:00;5.450
981;10/21/2020;00:00:00;4.623
982;10/21/2020;02:00:00;4.102
983;10/21/2020;04:00:00;3.683
984;10/21/2020;06:00:00;3.367
985;10/21/2020;08:00:00;3.261
986;10/21/2020;10:00:00;5.244
987;10/21/2020;12:00:00;9.176
988;10/21/2020;14:00:00;12.787
989;10/21/2020;16:00:00;12.980
990;10/21/2020;18:00:00;10.063
991;10/21/2020;20:00:00;7.682
992;10/21/2020;22:00:00;6.268
993;10/22/2020;00:00:00;5.141
994;10/22/2020;02:00:00;4.311
995;10/22/2020;04:00:00;3.998
996;10/22/2020;06:00:00;4.207
997;10/22/2020;08:00:00;4.415
998;10/22/2020;10:00:00;6.573
999;10/22/2020;12:00:00;9.472
1000;10/22/2020;14:00:00;10.651
1001;10/22/2020;16:00:00;9.077
1002;10/22/2020;18:00:00;8.082
1003;10/22/2020;20:00:00;7.280
1004;10/22/2020;22:00:00;6.978
1005;10/23/2020;00:00:00;6.471
1006;10/23/2020;02:00:00;5.962
1007;10/23/2020;04:00:00;5.757
1008;10/23/2020;06:00:00;5.552
1009;10/23/2020;08:00:00;5.347
1010;10/23/2020;10:00:00;5.860
1011;10/23/2020;12:00:00;7.079
1012;10/23/2020;14:00:00;11.334
1013;10/23/2020;16:00:00;12.207
1014;10/23/2020;18:00:00;9.472
1015;10/23/2020;20:00:00;6.370
1016;10/23/2020;22:00:00;5.450
1017;10/24/2020;00:00:00;4.934
1018;10/24/2020;02:00:00;3.998
1019;10/24/2020;04:00:00;4.102
1020;10/24/2020;06:00:00;4.102
1021;10/24/2020;08:00:00;3.998
1022;10/24/2020;10:00:00;5.141
1023;10/24/2020;12:00:00;7.280
1024;10/24/2020;14:00:00;9.077
1025;10/24/2020;16:00:00;7.481
1026;10/24/2020;18:00:00;5.552
1027;10/24/2020;20:00:00;3.578
1028;10/24/2020;22:00:00;2.517
1029;10/25/2020;00:00:00;1.656
1030;10/25/2020;02:00:00;1.330
1031;10/25/2020;04:00:00;1.003
1032;10/25/2020;06:00:00;0.674
1033;10/25/2020;08:00:00;0.453
1034;10/25/2020;10:00:00;3.578
1035;10/25/2020;12:00:00;12.013
1036;10/25/2020;14:00:00;12.013
1037;10/25/2020;16:00:00;10.748
1038;10/25/2020;18:00:00;8.481
1039;10/25/2020;20:00:00;6.064
1040;10/25/2020;22:00:00;5.141
1041;10/26/2020;00:00:00;4.727
1042;10/26/2020;02:00:00;4.207
1043;10/26/2020;04:00:00;3.893
1044;10/26/2020;06:00:00;3.788
1045;10/26/2020;08:00:00;1.980
1046;10/26/2020;10:00:00;2.088
1047;10/26/2020;12:00:00;2.195
1048;10/26/2020;14:00:00;2.088
1049;10/26/2020;16:00:00;2.195
1050;10/26/2020;18:00:00;2.195
1051;10/26/2020;20:00:00;1.980
1052;10/26/2020;22:00:00;1.548
1053;10/27/2020;00:00:00;1.439
1054;10/27/2020;02:00:00;1.330
1055;10/27/2020;04:00:00;1.112
1056;10/27/2020;06:00:00;1.221
1057;10/27/2020;08:00:00;1.003
1058;10/27/2020;10:00:00;1.221
1059;10/27/2020;12:00:00;3.155
1060;10/27/2020;14:00:00;3.578
1061;10/27/2020;16:00:00;3.261
1062;10/27/2020;18:00:00;2.517
1063;10/27/2020;20:00:00;1.003
1064;10/27/2020;22:00:00;0.784
1065;10/28/2020;00:00:00;0.784
1066;10/28/2020;02:00:00;0.563
1067;10/28/2020;04:00:00;0.563
1068;10/28/2020;06:00:00;0.784
1069;10/28/2020;08:00:00;1.003
1070;10/28/2020;10:00:00;2.837
1071;10/28/2020;12:00:00;8.581
1072;10/28/2020;14:00:00;10.553
1073;10/28/2020;16:00:00;9.373
1074;10/28/2020;18:00:00;6.573
1075;10/28/2020;20:00:00;4.519
1076;10/28/2020;22:00:00;3.578
1077;10/29/2020;00:00:00;2.943
1078;10/29/2020;02:00:00;2.517
1079;10/29/2020;04:00:00;2.517
1080;10/29/2020;06:00:00;2.410
1081;10/29/2020;08:00:00;2.303
1082;10/29/2020;10:00:00;3.578
1083;10/29/2020;12:00:00;5.655
1084;10/29/2020;14:00:00;7.280
1085;10/29/2020;16:00:00;6.471
1086;10/29/2020;18:00:00;4.623
1087;10/29/2020;20:00:00;3.578
1088;10/29/2020;22:00:00;3.049
1089;10/30/2020;00:00:00;2.730
1090;10/30/2020;02:00:00;2.088
1091;10/30/2020;04:00:00;1.872
1092;10/30/2020;06:00:00;1.330
1093;10/30/2020;08:00:00;1.112
1094;10/30/2020;10:00:00;1.548
1095;10/30/2020;12:00:00;5.655
1096;10/30/2020;14:00:00;8.282
1097;10/30/2020;16:00:00;8.879
1098;10/30/2020;18:00:00;6.166
1099;10/30/2020;20:00:00;4.311
1100;10/30/2020;22:00:00;3.261
1101;10/31/2020;00:00:00;2.517
1102;10/31/2020;02:00:00;1.980
1103;10/31/2020;04:00:00;1.656
1104;10/31/2020;06:00:00;1.330
1105;10/31/2020;08:00:00;1.112
1106;10/31/2020;10:00:00;6.166
1107;10/31/2020;12:00:00;13.269
1108;10/31/2020;14:00:00;12.401
1109;10/31/2020;16:00:00;10.553
1110;10/31/2020;18:00:00;7.682
1111;10/31/2020;20:00:00;5.347
1112;10/31/2020;22:00:00;3.998
1113;11/01/2020;00:00:00;2.943
1114;11/01/2020;02:00:00;2.195
1115;11/01/2020;04:00:00;1.764
1116;11/01/2020;06:00:00;1.439
1117;11/01/2020;08:00:00;1.112
1118;11/01/2020;10:00:00;3.472
1119;11/01/2020;12:00:00;6.471
1120;11/01/2020;14:00:00;9.472
1121;11/01/2020;16:00:00;9.176
1122;11/01/2020;18:00:00;7.381
1123;11/01/2020;20:00:00;6.370
1124;11/01/2020;22:00:00;5.962
1125;11/02/2020;00:00:00;5.552
1126;11/02/2020;02:00:00;4.311
1127;11/02/2020;04:00:00;3.683
1128;11/02/2020;06:00:00;3.367
1129;11/02/2020;08:00:00;3.155
1130;11/02/2020;10:00:00;7.381
1131;11/02/2020;12:00:00;14.613
1132;11/02/2020;14:00:00;13.654
1133;11/02/2020;16:00:00;12.690
1134;11/02/2020;18:00:00;9.866
1135;11/02/2020;20:00:00;8.082
1136;11/02/2020;22:00:00;7.481
1137;11/03/2020;00:00:00;7.179
1138;11/03/2020;02:00:00;6.674
1139;11/03/2020;04:00:00;6.268
1140;11/03/2020;06:00:00;5.141
1141;11/03/2020;08:00:00;4.207
1142;11/03/2020;10:00:00;5.757
1143;11/03/2020;12:00:00;8.481
1144;11/03/2020;14:00:00;11.625
1145;11/03/2020;16:00:00;10.553
1146;11/03/2020;18:00:00;8.382
1147;11/03/2020;20:00:00;6.978
1148;11/03/2020;22:00:00;6.064
1149;11/04/2020;00:00:00;5.450
1150;11/04/2020;02:00:00;5.141
1151;11/04/2020;04:00:00;4.519
1152;11/04/2020;06:00:00;3.893
1153;11/04/2020;08:00:00;3.683
1154;11/04/2020;10:00:00;4.415
1155;11/04/2020;12:00:00;8.182
1156;11/04/2020;14:00:00;8.581
1157;11/04/2020;16:00:00;8.978
1158;11/04/2020;18:00:00;7.280
1159;11/04/2020;20:00:00;5.655
1160;11/04/2020;22:00:00;5.450
1161;11/05/2020;00:00:00;4.623
1162;11/05/2020;02:00:00;4.623
1163;11/05/2020;04:00:00;3.788
1164;11/05/2020;06:00:00;2.410
1165;11/05/2020;08:00:00;1.764
1166;11/05/2020;10:00:00;5.552
1167;11/05/2020;12:00:00;12.013
1168;11/05/2020;14:00:00;11.334
1169;11/05/2020;16:00:00;10.357
1170;11/05/2020;18:00:00;7.280
1171;11/05/2020;20:00:00;5.244
1172;11/05/2020;22:00:00;3.998
1173;11/06/2020;00:00:00;3.155
1174;11/06/2020;02:00:00;2.410
1175;11/06/2020;04:00:00;1.764
1176;11/06/2020;06:00:00;1.330
1177;11/06/2020;08:00:00;0.784
1178;11/06/2020;10:00:00;4.934
1179;11/06/2020;12:00:00;11.139
1180;11/06/2020;14:00:00;10.259
1181;11/06/2020;16:00:00;9.176
1182;11/06/2020;18:00:00;6.268
1183;11/06/2020;20:00:00;4.415
1184;11/06/2020;22:00:00;3.261
1185;11/07/2020;00:00:00;2.517
1186;11/07/2020;02:00:00;2.088
1187;11/07/2020;04:00:00;1.764
1188;11/07/2020;06:00:00;1.548
1189;11/07/2020;08:00:00;1.439
1190;11/07/2020;10:00:00;4.311
1191;11/07/2020;12:00:00;10.161
1192;11/07/2020;14:00:00;9.965
1193;11/07/2020;16:00:00;9.571
1194;11/07/2020;18:00:00;7.179
1195;11/07/2020;20:00:00;5.757
1196;11/07/2020;22:00:00;5.037
1197;11/08/2020;00:00:00;4.831
1198;11/08/2020;02:00:00;4.727
1199;11/08/2020;04:00:00;4.415
1200;11/08/2020;06:00:00;4.102
1201;11/08/2020;08:00:00;3.049
1202;11/08/2020;10:00:00;5.037
1203;11/08/2020;12:00:00;5.860
1204;11/08/2020;14:00:00;7.882
1205;11/08/2020;16:00:00;7.983
1206;11/08/2020;18:00:00;6.573
1207;11/08/2020;20:00:00;5.552
1208;11/08/2020;22:00:00;3.893
1209;11/09/2020;00:00:00;2.624
1210;11/09/2020;02:00:00;1.872
1211;11/09/2020;04:00:00;1.221
1212;11/09/2020;06:00:00;0.674
1213;11/09/2020;08:00:00;0.232
1214;11/09/2020;10:00:00;3.893
1215;11/09/2020;12:00:00;10.553
1216;11/09/2020;14:00:00;9.571
1217;11/09/2020;16:00:00;8.680
1218;11/09/2020;18:00:00;5.757
1219;11/09/2020;20:00:00;3.683
1220;11/09/2020;22:00:00;2.517
1221;11/10/2020;00:00:00;1.764
1222;11/10/2020;02:00:00;1.548
1223;11/10/2020;04:00:00;0.893
1224;11/10/2020;06:00:00;0.674
1225;11/10/2020;08:00:00;0.453
1226;11/10/2020;10:00:00;2.088
1227;11/10/2020;12:00:00;8.779
1228;11/10/2020;14:00:00;8.481
1229;11/10/2020;16:00:00;7.782
1230;11/10/2020;18:00:00;4.831
1231;11/10/2020;20:00:00;2.943
1232;11/10/2020;22:00:00;2.624
1233;11/11/2020;00:00:00;2.837
1234;11/11/2020;02:00:00;1.003
1235;11/11/2020;04:00:00;0.232
1236;11/11/2020;06:00:00;-0.213
1237;11/11/2020;08:00:00;-0.325
1238;11/11/2020;10:00:00;1.872
1239;11/11/2020;12:00:00;9.373
1240;11/11/2020;14:00:00;8.382
1241;11/11/2020;16:00:00;7.582
1242;11/11/2020;18:00:00;4.623
1243;11/11/2020;20:00:00;2.624
1244;11/11/2020;22:00:00;1.439
1245;11/12/2020;00:00:00;0.674
1246;11/12/2020;02:00:00;0.343
1247;11/12/2020;04:00:00;0.232
1248;11/12/2020;06:00:00;-0.102
1249;11/12/2020;08:00:00;-0.213
1250;11/12/2020;10:00:00;0.453
1251;11/12/2020;12:00:00;8.382
1252;11/12/2020;14:00:00;7.582
1253;11/12/2020;16:00:00;6.978
1254;11/12/2020;18:00:00;3.998
1255;11/12/2020;20:00:00;2.088
1256;11/12/2020;22:00:00;1.003
1257;11/13/2020;00:00:00;0.232
1258;11/13/2020;02:00:00;-0.102
1259;11/13/2020;04:00:00;-0.325
1260;11/13/2020;06:00:00;-0.549
1261;11/13/2020;08:00:00;-0.662
1262;11/13/2020;10:00:00;0.784
1263;11/13/2020;12:00:00;8.282
1264;11/13/2020;14:00:00;7.882
1265;11/13/2020;16:00:00;7.481
1266;11/13/2020;18:00:00;5.244
1267;11/13/2020;20:00:00;3.788
1268;11/13/2020;22:00:00;3.049
1269;11/14/2020;00:00:00;2.517
1270;11/14/2020;02:00:00;1.330
1271;11/14/2020;04:00:00;0.784
1272;11/14/2020;06:00:00;0.232
1273;11/14/2020;08:00:00;0.010
1274;11/14/2020;10:00:00;2.837
1275;11/14/2020;12:00:00;9.965
1276;11/14/2020;14:00:00;8.879
1277;11/14/2020;16:00:00;7.983
1278;11/14/2020;18:00:00;5.037
1279;11/14/2020;20:00:00;3.155
1280;11/14/2020;22:00:00;1.980
1281;11/15/2020;00:00:00;1.221
1282;11/15/2020;02:00:00;0.563
1283;11/15/2020;04:00:00;0.232
1284;11/15/2020;06:00:00;-0.102
1285;11/15/2020;08:00:00;-0.213
1286;11/15/2020;10:00:00;2.410
1287;11/15/2020;12:00:00;6.370
1288;11/15/2020;14:00:00;6.674
1289;11/15/2020;16:00:00;5.860
1290;11/15/2020;18:00:00;3.788
1291;11/15/2020;20:00:00;2.517
1292;11/15/2020;22:00:00;2.730
1293;11/16/2020;00:00:00;3.049
1294;11/16/2020;02:00:00;2.730
1295;11/16/2020;04:00:00;2.088
1296;11/16/2020;06:00:00;1.439
1297;11/16/2020;08:00:00;1.439
1298;11/16/2020;10:00:00;1.112
1299;11/16/2020;12:00:00;2.088
1300;11/16/2020;14:00:00;3.578
1301;11/16/2020;16:00:00;2.943
1302;11/16/2020;18:00:00;1.439
1303;11/16/2020;20:00:00;0.121
1304;11/16/2020;22:00:00;0.232
1305;11/17/2020;00:00:00;0.232
1306;11/17/2020;02:00:00;0.010
1307;11/17/2020;04:00:00;-0.437
1308;11/17/2020;06:00:00;-0.549
1309;11/17/2020;08:00:00;-0.549
1310;11/17/2020;10:00:00;0.232
1311;11/17/2020;12:00:00;6.573
1312;11/17/2020;14:00:00;6.370
1313;11/17/2020;16:00:00;6.573
1314;11/17/2020;18:00:00;3.893
1315;11/17/2020;20:00:00;2.303
1316;11/17/2020;22:00:00;1.439
1317;11/18/2020;00:00:00;0.893
1318;11/18/2020;02:00:00;0.563
1319;11/18/2020;04:00:00;0.121
1320;11/18/2020;06:00:00;-0.102
1321;11/18/2020;08:00:00;-0.213
1322;11/18/2020;10:00:00;1.872
1323;11/18/2020;12:00:00;9.571
1324;11/18/2020;14:00:00;8.779
1325;11/18/2020;16:00:00;7.882
1326;11/18/2020;18:00:00;4.934
1327;11/18/2020;20:00:00;3.049
1328;11/18/2020;22:00:00;1.872
1329;11/19/2020;00:00:00;1.221
1330;11/19/2020;02:00:00;0.563
1331;11/19/2020;04:00:00;0.232
1332;11/19/2020;06:00:00;-0.102
1333;11/19/2020;08:00:00;-0.102
1334;11/19/2020;10:00:00;1.112
1335;11/19/2020;12:00:00;5.347
1336;11/19/2020;14:00:00;6.775
1337;11/19/2020;16:00:00;5.655
1338;11/19/2020;18:00:00;3.472
1339;11/19/2020;20:00:00;1.330
1340;11/19/2020;22:00:00;-0.213
1341;11/20/2020;00:00:00;-0.213
1342;11/20/2020;02:00:00;-0.102
1343;11/20/2020;04:00:00;-0.213
1344;11/20/2020;06:00:00;-0.213
1345;11/20/2020;08:00:00;-0.102
1346;11/20/2020;10:00:00;-0.102
1347;11/20/2020;12:00:00;0.343
1348;11/20/2020;14:00:00;0.453
1349;11/20/2020;16:00:00;0.453
1350;11/20/2020;18:00:00;0.010
1351;11/20/2020;20:00:00;-0.325
1352;11/20/2020;22:00:00;-0.549
1353;11/21/2020;00:00:00;-0.662
1354;11/21/2020;02:00:00;-0.774
1355;11/21/2020;04:00:00;-1.001
1356;11/21/2020;06:00:00;-1.228
1357;11/21/2020;08:00:00;-1.341
1358;11/21/2020;10:00:00;-0.662
1359;11/21/2020;12:00:00;0.453
1360;11/21/2020;14:00:00;0.784
1361;11/21/2020;16:00:00;1.330
1362;11/21/2020;18:00:00;-0.102
1363;11/21/2020;20:00:00;-0.549
1364;11/21/2020;22:00:00;-0.662
1365;11/22/2020;00:00:00;-0.662
1366;11/22/2020;02:00:00;-0.774
1367;11/22/2020;04:00:00;-0.774
1368;11/22/2020;06:00:00;-0.774
1369;11/22/2020;08:00:00;-0.887
1370;11/22/2020;10:00:00;0.343
1371;11/22/2020;12:00:00;4.207
1372;11/22/2020;14:00:00;5.655
1373;11/22/2020;16:00:00;4.727
1374;11/22/2020;18:00:00;2.088
1375;11/22/2020;20:00:00;0.893
1376;11/22/2020;22:00:00;0.121
1377;11/23/2020;00:00:00;-0.213
1378;11/23/2020;02:00:00;-0.437
1379;11/23/2020;04:00:00;-0.549
1380;11/23/2020;06:00:00;-0.662
1381;11/23/2020;08:00:00;-0.662
1382;11/23/2020;10:00:00;0.343
1383;11/23/2020;12:00:00;5.860
1384;11/23/2020;14:00:00;5.655
1385;11/23/2020;16:00:00;5.450
1386;11/23/2020;18:00:00;2.410
1387;11/23/2020;20:00:00;1.330
1388;11/23/2020;22:00:00;0.893
1389;11/24/2020;00:00:00;0.232
1390;11/24/2020;02:00:00;-0.102
1391;11/24/2020;04:00:00;-0.549
1392;11/24/2020;06:00:00;-0.662
1393;11/24/2020;08:00:00;-0.774
1394;11/24/2020;10:00:00;0.232
1395;11/24/2020;12:00:00;5.347
1396;11/24/2020;14:00:00;5.037
1397;11/24/2020;16:00:00;4.311
1398;11/24/2020;18:00:00;1.656
1399;11/24/2020;20:00:00;0.121
1400;11/24/2020;22:00:00;-0.437
1401;11/25/2020;00:00:00;-0.662
1402;11/25/2020;02:00:00;-0.774
1403;11/25/2020;04:00:00;-0.887
1404;11/25/2020;06:00:00;-1.001
1405;11/25/2020;08:00:00;-1.228
1406;11/25/2020;10:00:00;0.010
1407;11/25/2020;12:00:00;2.624
1408;11/25/2020;14:00:00;3.683
1409;11/25/2020;16:00:00;3.155
1410;11/25/2020;18:00:00;0.563
1411;11/25/2020;20:00:00;-0.437
1412;11/25/2020;22:00:00;-0.662
1413;11/26/2020;00:00:00;-0.887
1414;11/26/2020;02:00:00;-1.001
1415;11/26/2020;04:00:00;-1.228
1416;11/26/2020;06:00:00;-1.570
1417;11/26/2020;08:00:00;-1.684
1418;11/26/2020;10:00:00;-0.213
1419;11/26/2020;12:00:00;2.195
1420;11/26/2020;14:00:00;2.517
1421;11/26/2020;16:00:00;2.303
1422;11/26/2020;18:00:00;0.010
1423;11/26/2020;20:00:00;-0.662
1424;11/26/2020;22:00:00;-0.774
1425;11/27/2020;00:00:00;-1.001
1426;11/27/2020;02:00:00;-1.228
1427;11/27/2020;04:00:00;-1.456
1428;11/27/2020;06:00:00;-1.684
1429;11/27/2020;08:00:00;-1.799
1430;11/27/2020;10:00:00;-0.325
1431;11/27/2020;12:00:00;2.195
1432;11/27/2020;14:00:00;2.195
1433;11/27/2020;16:00:00;1.980
1434;11/27/2020;18:00:00;-0.102
1435;11/27/2020;20:00:00;-0.662
1436;11/27/2020;22:00:00;-0.887
1437;11/28/2020;00:00:00;-1.001
1438;11/28/2020;02:00:00;-1.456
1439;11/28/2020;04:00:00;-1.570
1440;11/28/2020;06:00:00;-1.456
1441;11/28/2020;08:00:00;-1.341
1442;11/28/2020;10:00:00;-1.001
1443;11/28/2020;12:00:00;0.343
1444;11/28/2020;14:00:00;1.003
1445;11/28/2020;16:00:00;1.548
1446;11/28/2020;18:00:00;0.232
1447;11/28/2020;20:00:00;-0.437
1448;11/28/2020;22:00:00;-0.774
1449;11/29/2020;00:00:00;-0.774
1450;11/29/2020;02:00:00;-1.001
1451;11/29/2020;04:00:00;-1.228
1452;11/29/2020;06:00:00;-1.456
1453;11/29/2020;08:00:00;-1.684
1454;11/29/2020;10:00:00;-0.437
1455;11/29/2020;12:00:00;2.517
1456;11/29/2020;14:00:00;2.943
1457;11/29/2020;16:00:00;2.410
1458;11/29/2020;18:00:00;0.343
1459;11/29/2020;20:00:00;-0.662
1460;11/29/2020;22:00:00;-0.887
1461;11/30/2020;00:00:00;-1.114
1462;11/30/2020;02:00:00;-1.570
1463;11/30/2020;04:00:00;-1.799
1464;11/30/2020;06:00:00;-2.145
1465;11/30/2020;08:00:00;-2.494
1466;11/30/2020;10:00:00;-1.114
1467;11/30/2020;12:00:00;1.872
1468;11/30/2020;14:00:00;1.439
1469;11/30/2020;16:00:00;0.674
1470;11/30/2020;18:00:00;-0.774
1471;11/30/2020;20:00:00;-1.114
1472;11/30/2020;22:00:00;-1.684
1473;12/01/2020;00:00:00;-2.261
1474;12/01/2020;02:00:00;-2.844
1475;12/01/2020;04:00:00;-2.962
1476;12/01/2020;06:00:00;-1.914
1477;12/01/2020;08:00:00;-1.456
1478;12/01/2020;10:00:00;-1.001
1479;12/01/2020;12:00:00;-0.549
1480;12/01/2020;14:00:00;-0.325
1481;12/01/2020;16:00:00;-0.325
1482;12/01/2020;18:00:00;-0.325
1483;12/01/2020;20:00:00;-0.325
1484;12/01/2020;22:00:00;-0.437
1485;12/02/2020;00:00:00;-0.549
1486;12/02/2020;02:00:00;-0.662
1487;12/02/2020;04:00:00;-0.662
1488;12/02/2020;06:00:00;-0.774
1489;12/02/2020;08:00:00;-0.887
1490;12/02/2020;10:00:00;-0.887
1491;12/02/2020;12:00:00;-0.549
1492;12/02/2020;14:00:00;-0.325
1493;12/02/2020;16:00:00;-0.325
1494;12/02/2020;18:00:00;-0.325
1495;12/02/2020;20:00:00;-0.437
1496;12/02/2020;22:00:00;-0.662
1497;12/03/2020;00:00:00;-0.774
1498;12/03/2020;02:00:00;-0.887
1499;12/03/2020;04:00:00;-1.001
1500;12/03/2020;06:00:00;-1.114
1501;12/03/2020;08:00:00;-1.114
