Titre de tracé : 20011402;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011402);Pile défectueuse (LGR S/N: 20011402);Fin de fichier (LGR S/N: 20011402)
1825;12/14/2020;20:00:00;1.221;;
1826;12/14/2020;22:00:00;1.330;;
1827;12/14/2020;00:00:00;1.330;;
1828;12/14/2020;02:00:00;1.221;;
1829;12/14/2020;04:00:00;1.112;;
1830;12/14/2020;06:00:00;1.112;;
1831;12/14/2020;08:00:00;1.221;;
1832;12/14/2020;10:00:00;1.221;;
1833;12/15/2020;12:00:00;1.221;Enregistré;
1834;12/15/2020;14:00:00;1.221;;
1835;12/15/2020;16:00:00;1.221;;
1836;12/15/2020;18:00:00;1.112;;
1837;12/15/2020;20:00:00;1.112;;
1838;12/15/2020;22:00:00;1.112;;
1839;12/15/2020;00:00:00;1.112;;
1840;12/15/2020;02:00:00;1.112;;
1841;12/15/2020;04:00:00;1.112;;
1842;12/15/2020;06:00:00;1.112;;
1843;12/15/2020;08:00:00;1.221;;
1844;12/15/2020;10:00:00;1.221;;
1845;12/16/2020;12:00:00;1.221;;
1846;12/16/2020;14:00:00;1.221;;
1847;12/16/2020;16:00:00;1.221;;
1848;12/16/2020;18:00:00;1.330;;
1849;12/16/2020;20:00:00;1.330;;
1850;12/16/2020;22:00:00;1.439;;
1851;12/16/2020;00:00:00;1.980;;
1852;12/16/2020;02:00:00;2.303;;
1853;12/16/2020;04:00:00;3.788;;
1854;12/16/2020;06:00:00;2.195;;
1855;12/16/2020;08:00:00;1.439;;
1856;12/16/2020;10:00:00;1.112;;
1857;12/17/2020;12:00:00;1.003;;
1858;12/17/2020;14:00:00;0.893;;
1859;12/17/2020;16:00:00;0.784;;
1860;12/17/2020;18:00:00;0.674;;
1861;12/17/2020;20:00:00;0.563;;
1862;12/17/2020;22:00:00;0.563;;
1863;12/17/2020;00:00:00;9.373;;
1864;12/17/2020;02:00:00;7.782;;
1865;12/17/2020;04:00:00;6.370;;
1866;12/17/2020;06:00:00;4.102;;
1867;12/17/2020;08:00:00;2.837;;
1868;12/17/2020;10:00:00;1.980;;
1869;12/18/2020;12:00:00;1.656;;
1870;12/18/2020;14:00:00;1.548;;
1871;12/18/2020;16:00:00;1.764;;
1872;12/18/2020;18:00:00;1.439;;
1873;12/18/2020;20:00:00;1.112;;
1874;12/18/2020;22:00:00;1.330;;
1875;12/18/2020;00:00:00;11.722;;
1876;12/18/2020;02:00:00;8.082;;
1877;12/18/2020;04:00:00;8.879;;
1878;12/18/2020;06:00:00;4.102;;
1879;12/18/2020;08:00:00;2.624;;
1880;12/18/2020;10:00:00;1.764;;
1881;12/19/2020;12:00:00;1.330;;
1882;12/19/2020;14:00:00;1.112;;
1883;12/19/2020;16:00:00;1.003;;
1884;12/19/2020;18:00:00;0.893;;
1885;12/19/2020;20:00:00;0.784;;
1886;12/19/2020;22:00:00;0.784;;
1887;12/19/2020;00:00:00;4.519;;
1888;12/19/2020;02:00:00;5.757;;
1889;12/19/2020;04:00:00;4.934;;
1890;12/19/2020;06:00:00;2.624;;
1891;12/19/2020;08:00:00;1.548;;
1892;12/19/2020;10:00:00;1.548;;
1893;12/20/2020;12:00:00;1.330;;
1894;12/20/2020;14:00:00;1.112;;
1895;12/20/2020;16:00:00;1.003;;
1896;12/20/2020;18:00:00;1.003;;
1897;12/20/2020;20:00:00;0.893;;
1898;12/20/2020;22:00:00;1.003;;
1899;12/20/2020;00:00:00;3.683;;
1900;12/20/2020;02:00:00;4.102;;
1901;12/20/2020;04:00:00;4.415;;
1902;12/20/2020;06:00:00;2.730;;
1903;12/20/2020;08:00:00;2.195;;
1904;12/20/2020;10:00:00;1.980;;
1905;12/21/2020;12:00:00;1.764;;
1906;12/21/2020;14:00:00;1.003;;
1907;12/21/2020;16:00:00;0.784;;
1908;12/21/2020;18:00:00;0.674;;
1909;12/21/2020;20:00:00;0.563;;
1910;12/21/2020;22:00:00;0.563;;
1911;12/21/2020;00:00:00;4.623;;
1912;12/21/2020;02:00:00;3.788;;
1913;12/21/2020;04:00:00;3.367;;
1914;12/21/2020;06:00:00;1.764;;
1915;12/21/2020;08:00:00;1.656;;
1916;12/21/2020;10:00:00;1.548;;
1917;12/22/2020;12:00:00;1.656;;
1918;12/22/2020;14:00:00;1.439;;
1919;12/22/2020;16:00:00;1.439;;
1920;12/22/2020;18:00:00;1.330;;
1921;12/22/2020;20:00:00;1.221;;
1922;12/22/2020;22:00:00;1.221;;
1923;12/22/2020;00:00:00;11.334;;
1924;12/22/2020;02:00:00;15.187;;
1925;12/22/2020;04:00:00;11.236;;
1926;12/22/2020;06:00:00;6.166;;
1927;12/22/2020;08:00:00;4.102;;
1928;12/22/2020;10:00:00;3.049;;
1929;12/23/2020;12:00:00;2.624;;
1930;12/23/2020;14:00:00;2.088;;
1931;12/23/2020;16:00:00;2.088;;
1932;12/23/2020;18:00:00;2.088;;
1933;12/23/2020;20:00:00;1.980;;
1934;12/23/2020;22:00:00;2.303;;
1935;12/23/2020;00:00:00;6.674;;
1936;12/23/2020;02:00:00;5.757;;
1937;12/23/2020;04:00:00;4.623;;
1938;12/23/2020;06:00:00;3.472;;
1939;12/23/2020;08:00:00;3.049;;
1940;12/23/2020;10:00:00;2.730;;
1941;12/24/2020;12:00:00;2.730;;
1942;12/24/2020;14:00:00;2.837;;
1943;12/24/2020;16:00:00;2.730;;
1944;12/24/2020;18:00:00;2.195;;
1945;12/24/2020;20:00:00;1.439;;
1946;12/24/2020;22:00:00;1.548;;
1947;12/24/2020;00:00:00;1.872;;
1948;12/24/2020;02:00:00;3.261;;
1949;12/24/2020;04:00:00;2.517;;
1950;12/24/2020;06:00:00;1.439;;
1951;12/24/2020;08:00:00;1.548;;
1952;12/24/2020;10:00:00;1.439;;
1953;12/25/2020;12:00:00;1.439;;
1954;12/25/2020;14:00:00;1.439;;
1955;12/25/2020;16:00:00;1.548;;
1956;12/25/2020;18:00:00;1.548;;
1957;12/25/2020;20:00:00;1.548;;
1958;12/25/2020;22:00:00;1.548;;
1959;12/25/2020;00:00:00;1.548;;
1960;12/25/2020;02:00:00;1.548;;
1961;12/25/2020;04:00:00;1.548;;
1962;12/25/2020;06:00:00;1.548;;
1963;12/25/2020;08:00:00;1.548;;
1964;12/25/2020;10:00:00;1.548;;
1965;12/26/2020;12:00:00;1.548;;
1966;12/26/2020;14:00:00;1.548;;
1967;12/26/2020;16:00:00;1.548;;
1968;12/26/2020;18:00:00;1.656;;
1969;12/26/2020;20:00:00;1.656;;
1970;12/26/2020;22:00:00;1.656;;
1971;12/26/2020;00:00:00;1.656;;
1972;12/26/2020;02:00:00;1.656;;
1973;12/26/2020;04:00:00;1.548;;
1974;12/26/2020;06:00:00;1.439;;
1975;12/26/2020;08:00:00;1.548;;
1976;12/26/2020;10:00:00;1.548;;
1977;12/27/2020;12:00:00;1.548;;
1978;12/27/2020;14:00:00;1.548;;
1979;12/27/2020;16:00:00;1.548;;
1980;12/27/2020;18:00:00;1.548;;
1981;12/27/2020;20:00:00;1.548;;
1982;12/27/2020;22:00:00;1.439;;
1983;12/27/2020;00:00:00;1.439;;
1984;12/27/2020;02:00:00;1.439;;
1985;12/27/2020;04:00:00;1.439;;
1986;12/27/2020;06:00:00;1.330;;
1987;12/27/2020;08:00:00;1.330;;
1988;12/27/2020;10:00:00;1.330;;
1989;12/28/2020;12:00:00;1.330;;
1990;12/28/2020;14:00:00;1.330;;
1991;12/28/2020;16:00:00;1.330;;
1992;12/28/2020;18:00:00;1.221;;
1993;12/28/2020;20:00:00;1.221;;
1994;12/28/2020;22:00:00;1.221;;
1995;12/28/2020;00:00:00;1.330;;
1996;12/28/2020;02:00:00;1.330;;
1997;12/28/2020;04:00:00;1.330;;
1998;12/28/2020;06:00:00;1.330;;
1999;12/28/2020;08:00:00;1.221;;
2000;12/28/2020;10:00:00;1.221;;
2001;12/29/2020;12:00:00;1.221;;
2002;12/29/2020;14:00:00;1.112;;
2003;12/29/2020;16:00:00;1.112;;
2004;12/29/2020;18:00:00;1.112;;
2005;12/29/2020;20:00:00;1.112;;
2006;12/29/2020;22:00:00;1.112;;
2007;12/29/2020;00:00:00;1.112;;
2008;12/29/2020;02:00:00;1.112;;
2009;12/29/2020;04:00:00;1.112;;
2010;12/29/2020;06:00:00;1.003;;
2011;12/29/2020;08:00:00;1.112;;
2012;12/29/2020;10:00:00;1.112;;
2013;12/30/2020;12:00:00;1.221;;
2014;12/30/2020;14:00:00;1.221;;
2015;12/30/2020;16:00:00;1.221;;
2016;12/30/2020;18:00:00;1.221;;
2017;12/30/2020;20:00:00;1.221;;
2018;12/30/2020;22:00:00;1.221;;
2019;12/30/2020;00:00:00;1.330;;
2020;12/30/2020;02:00:00;1.112;;
2021;12/30/2020;08:00:00;1.112;;
2022;12/30/2020;10:00:00;1.003;;
2023;12/30/2020;12:00:00;1.112;;
2024;12/30/2020;14:00:00;1.112;;
2025;12/31/2020;16:00:00;1.112;;
2026;12/31/2020;18:00:00;1.112;;
2027;12/31/2020;20:00:00;1.003;;
2028;12/31/2020;22:00:00;0.893;;
2029;12/31/2020;00:00:00;0.893;;
2030;12/31/2020;02:00:00;0.893;;
2031;12/31/2020;04:00:00;1.003;;
2032;12/31/2020;06:00:00;1.003;;
2033;12/31/2020;08:00:00;1.112;;
2034;12/31/2020;10:00:00;1.112;;
2035;12/31/2020;12:00:00;1.112;;
2036;12/31/2020;14:00:00;1.112;;
2037;01/01/2021;16:00:00;1.003;;
2038;01/01/2021;18:00:00;1.112;;
2039;01/01/2021;20:00:00;1.112;;
2040;01/01/2021;22:00:00;1.112;;
2041;01/01/2021;00:00:00;1.112;;
2042;01/01/2021;02:00:00;1.112;;
2043;01/01/2021;04:00:00;1.112;;
2044;01/01/2021;06:00:00;1.112;;
2045;01/01/2021;08:00:00;1.112;;
2046;01/01/2021;10:00:00;1.112;;
2047;01/01/2021;12:00:00;1.112;;
2048;01/01/2021;14:00:00;1.112;;
2049;01/02/2021;16:00:00;1.112;;
2050;01/02/2021;18:00:00;1.112;;
2051;01/02/2021;20:00:00;1.112;;
2052;01/02/2021;22:00:00;1.112;;
2053;01/02/2021;00:00:00;1.112;;
2054;01/02/2021;02:00:00;1.112;;
2055;01/02/2021;04:00:00;1.221;;
2056;01/02/2021;06:00:00;1.112;;
2057;01/02/2021;08:00:00;1.112;;
2058;01/02/2021;10:00:00;1.112;;
2059;01/02/2021;12:00:00;1.112;;
2060;01/02/2021;14:00:00;1.112;;
2061;01/03/2021;16:00:00;1.112;;
2062;01/03/2021;18:00:00;1.112;;
2063;01/03/2021;20:00:00;1.112;;
2064;01/03/2021;22:00:00;1.112;;
2065;01/03/2021;00:00:00;1.112;;
2066;01/03/2021;02:00:00;1.112;;
2067;01/03/2021;04:00:00;1.112;;
2068;01/03/2021;06:00:00;1.112;;
2069;01/03/2021;08:00:00;1.112;;
2070;01/03/2021;10:00:00;1.112;;
2071;01/03/2021;12:00:00;1.112;;
2072;01/03/2021;14:00:00;1.112;;
2073;01/04/2021;16:00:00;1.112;;
2074;01/04/2021;18:00:00;1.112;;
2075;01/04/2021;20:00:00;1.112;;
2076;01/04/2021;22:00:00;1.112;;
2077;01/04/2021;00:00:00;1.112;;
2078;01/04/2021;02:00:00;1.112;;
2079;01/04/2021;04:00:00;1.112;;
2080;01/04/2021;06:00:00;1.112;;
2081;01/04/2021;08:00:00;1.112;;
2082;01/04/2021;10:00:00;1.112;;
2083;01/04/2021;12:00:00;1.112;;
2084;01/04/2021;14:00:00;1.112;;
2085;01/05/2021;16:00:00;1.112;;
2086;01/05/2021;18:00:00;1.112;;
2087;01/05/2021;20:00:00;1.112;;
2088;01/05/2021;22:00:00;1.112;;
2089;01/05/2021;00:00:00;1.112;;
2090;01/05/2021;02:00:00;1.112;;
2091;01/05/2021;04:00:00;1.112;;
2092;01/05/2021;06:00:00;1.112;;
2093;01/05/2021;08:00:00;1.112;;
2094;01/05/2021;10:00:00;1.003;;
2095;01/05/2021;12:00:00;1.003;;
2096;01/05/2021;14:00:00;1.003;;
2097;01/06/2021;16:00:00;1.003;;
2098;01/06/2021;18:00:00;1.003;;
2099;01/06/2021;20:00:00;1.003;;
2100;01/06/2021;22:00:00;1.003;;
2101;01/06/2021;00:00:00;0.893;;
2102;01/06/2021;02:00:00;0.893;;
2103;01/06/2021;04:00:00;1.003;;
2104;01/06/2021;06:00:00;1.112;;
2105;01/06/2021;08:00:00;1.112;;
2106;01/06/2021;10:00:00;1.003;;
2107;01/06/2021;12:00:00;1.003;;
2108;01/06/2021;14:00:00;1.003;;
2109;01/07/2021;16:00:00;0.893;;
2110;01/07/2021;18:00:00;0.784;;
2111;01/07/2021;20:00:00;0.674;;
2112;01/07/2021;22:00:00;0.674;;
2113;01/07/2021;00:00:00;0.674;;
2114;01/07/2021;02:00:00;0.674;;
2115;01/07/2021;04:00:00;0.784;;
2116;01/07/2021;06:00:00;0.893;;
2117;01/07/2021;08:00:00;1.003;;
2118;01/07/2021;10:00:00;0.893;;
2119;01/07/2021;12:00:00;0.893;;
2120;01/07/2021;14:00:00;0.784;;
2121;01/08/2021;16:00:00;0.674;;
2122;01/08/2021;18:00:00;0.563;;
2123;01/08/2021;20:00:00;0.563;;
2124;01/08/2021;22:00:00;0.453;;
2125;01/08/2021;00:00:00;0.453;;
2126;01/08/2021;02:00:00;0.453;;
2127;01/08/2021;04:00:00;0.563;;
2128;01/08/2021;06:00:00;0.784;;
2129;01/08/2021;08:00:00;0.784;;
2130;01/08/2021;10:00:00;0.784;;
2131;01/08/2021;12:00:00;0.784;;
2132;01/08/2021;14:00:00;0.674;;
2133;01/09/2021;16:00:00;0.563;;
2134;01/09/2021;18:00:00;0.563;;
2135;01/09/2021;20:00:00;0.453;;
2136;01/09/2021;22:00:00;0.453;;
2137;01/09/2021;00:00:00;0.453;;
2138;01/09/2021;02:00:00;0.453;;
2139;01/09/2021;04:00:00;0.453;;
2140;01/09/2021;06:00:00;0.563;;
2141;01/09/2021;08:00:00;0.674;;
2142;01/09/2021;10:00:00;0.674;;
2143;01/09/2021;12:00:00;0.563;;
2144;01/09/2021;14:00:00;0.563;;
2145;01/10/2021;16:00:00;0.563;;
2146;01/10/2021;18:00:00;0.453;;
2147;01/10/2021;20:00:00;0.453;;
2148;01/10/2021;22:00:00;0.453;;
2149;01/10/2021;00:00:00;0.453;;
2150;01/10/2021;02:00:00;0.453;;
2151;01/10/2021;04:00:00;0.563;;
2152;01/10/2021;06:00:00;0.784;;
2153;01/10/2021;08:00:00;0.784;;
2154;01/10/2021;10:00:00;0.563;;
2155;01/10/2021;12:00:00;0.563;;
2156;01/10/2021;14:00:00;0.563;;
2157;01/11/2021;16:00:00;0.563;;
2158;01/11/2021;18:00:00;0.453;;
2159;01/11/2021;20:00:00;0.453;;
2160;01/11/2021;22:00:00;0.343;;
2161;01/11/2021;00:00:00;0.343;;
2162;01/11/2021;02:00:00;0.232;;
2163;01/11/2021;04:00:00;0.343;;
2164;01/11/2021;06:00:00;0.563;;
2165;01/11/2021;08:00:00;0.674;;
2166;01/11/2021;10:00:00;0.563;;
2167;01/11/2021;12:00:00;0.563;;
2168;01/11/2021;14:00:00;0.563;;
2169;01/12/2021;16:00:00;0.453;;
2170;01/12/2021;18:00:00;0.453;;
2171;01/12/2021;20:00:00;0.343;;
2172;01/12/2021;22:00:00;0.343;;
2173;01/12/2021;00:00:00;0.232;;
2174;01/12/2021;02:00:00;0.232;;
2175;01/12/2021;04:00:00;0.343;;
2176;01/12/2021;06:00:00;0.453;;
2177;01/12/2021;08:00:00;0.453;;
2178;01/12/2021;10:00:00;0.453;;
2179;01/12/2021;12:00:00;0.453;;
2180;01/12/2021;14:00:00;0.453;;
2181;01/13/2021;16:00:00;0.453;;
2182;01/13/2021;18:00:00;0.563;;
2183;01/13/2021;20:00:00;0.563;;
2184;01/13/2021;22:00:00;0.563;;
2185;01/13/2021;00:00:00;0.563;;
2186;01/13/2021;02:00:00;0.563;;
2187;01/13/2021;04:00:00;0.563;;
2188;01/13/2021;06:00:00;0.563;;
2189;01/13/2021;08:00:00;0.563;;
2190;01/13/2021;10:00:00;0.563;;
2191;01/13/2021;12:00:00;0.563;;
2192;01/13/2021;14:00:00;0.563;;
2193;01/14/2021;16:00:00;0.563;;
2194;01/14/2021;18:00:00;0.563;;
2195;01/14/2021;20:00:00;0.563;;
2196;01/14/2021;22:00:00;0.563;;
2197;01/14/2021;00:00:00;0.563;;
2198;01/14/2021;02:00:00;0.563;;
2199;01/14/2021;04:00:00;0.563;;
2200;01/14/2021;06:00:00;0.674;;
2201;01/14/2021;08:00:00;0.563;;
2202;01/14/2021;10:00:00;0.563;;
2203;01/14/2021;12:00:00;0.563;;
2204;01/14/2021;14:00:00;0.563;;
2205;01/15/2021;16:00:00;0.563;;
2206;01/15/2021;18:00:00;0.563;;
2207;01/15/2021;20:00:00;0.563;;
2208;01/15/2021;22:00:00;0.563;;
2209;01/15/2021;00:00:00;0.563;;
2210;01/15/2021;02:00:00;0.674;;
2211;01/15/2021;04:00:00;0.674;;
2212;01/15/2021;06:00:00;0.674;;
2213;01/15/2021;08:00:00;0.674;;
2214;01/15/2021;10:00:00;0.674;;
2215;01/15/2021;12:00:00;0.674;;
2216;01/15/2021;14:00:00;0.674;;
2217;01/16/2021;16:00:00;0.674;;
2218;01/16/2021;18:00:00;0.674;;
2219;01/16/2021;20:00:00;0.674;;
2220;01/16/2021;22:00:00;0.674;;
2221;01/16/2021;00:00:00;0.674;;
2222;01/16/2021;02:00:00;0.674;;
2223;01/16/2021;08:00:00;0.674;;
2224;01/16/2021;10:00:00;0.674;;
2225;01/16/2021;12:00:00;0.674;;
2226;01/16/2021;14:00:00;0.674;;
2227;01/16/2021;16:00:00;0.674;;
2228;01/16/2021;18:00:00;0.674;;
2229;01/17/2021;20:00:00;0.674;;
2230;01/17/2021;22:00:00;0.674;;
2231;01/17/2021;00:00:00;0.674;;
2232;01/17/2021;02:00:00;0.674;;
2233;01/17/2021;04:00:00;0.674;;
2234;01/17/2021;06:00:00;0.674;;
2235;01/17/2021;08:00:00;0.674;;
2236;01/17/2021;10:00:00;0.674;;
2237;01/17/2021;12:00:00;0.674;;
2238;01/17/2021;14:00:00;0.674;;
2239;01/17/2021;16:00:00;0.674;;
2240;01/17/2021;18:00:00;0.674;;
2241;01/18/2021;20:00:00;0.674;;
2242;01/18/2021;22:00:00;0.674;;
2243;01/18/2021;00:00:00;0.674;;
2244;01/18/2021;02:00:00;0.674;;
2245;01/18/2021;04:00:00;0.674;;
2246;01/18/2021;06:00:00;0.674;;
2247;01/18/2021;08:00:00;0.784;;
2248;01/18/2021;10:00:00;0.674;;
2249;01/18/2021;12:00:00;0.784;;
2250;01/18/2021;14:00:00;0.674;;
2251;01/18/2021;16:00:00;0.674;;
2252;01/18/2021;18:00:00;0.674;;
2253;01/19/2021;20:00:00;0.674;;
2254;01/19/2021;22:00:00;0.674;;
2255;01/19/2021;00:00:00;0.674;;
2256;01/19/2021;02:00:00;0.674;;
2257;01/19/2021;04:00:00;0.784;;
2258;01/19/2021;06:00:00;0.674;;
2259;01/19/2021;08:00:00;0.784;;
2260;01/19/2021;10:00:00;0.784;;
2261;01/19/2021;12:00:00;0.784;;
2262;01/19/2021;14:00:00;0.784;;
2263;01/19/2021;16:00:00;0.784;;
2264;01/19/2021;18:00:00;0.784;;
2265;01/20/2021;20:00:00;0.784;;
2266;01/20/2021;22:00:00;0.784;;
2267;01/20/2021;00:00:00;0.784;;
2268;01/20/2021;02:00:00;0.784;;
2269;01/20/2021;04:00:00;0.784;;
2270;01/20/2021;06:00:00;0.784;;
2271;01/20/2021;08:00:00;0.784;;
2272;01/20/2021;10:00:00;0.784;;
2273;01/20/2021;12:00:00;0.784;;
2274;01/20/2021;14:00:00;0.784;;
2275;01/20/2021;16:00:00;0.784;;
2276;01/20/2021;18:00:00;0.784;;
2277;01/21/2021;20:00:00;0.784;;
2278;01/21/2021;22:00:00;0.784;;
2279;01/21/2021;00:00:00;0.784;;
2280;01/21/2021;02:00:00;0.784;;
2281;01/21/2021;04:00:00;0.784;;
2282;01/21/2021;06:00:00;0.784;;
2283;01/21/2021;08:00:00;0.784;;
2284;01/21/2021;10:00:00;0.784;;
2285;01/21/2021;12:00:00;0.784;;
2286;01/21/2021;14:00:00;0.784;;
2287;01/21/2021;16:00:00;0.784;;
2288;01/21/2021;18:00:00;0.784;;
2289;01/22/2021;20:00:00;0.784;;
2290;01/22/2021;22:00:00;0.784;;
2291;01/22/2021;00:00:00;0.784;;
2292;01/22/2021;02:00:00;0.784;;
2293;01/22/2021;04:00:00;0.784;;
2294;01/22/2021;06:00:00;0.784;;
2295;01/22/2021;08:00:00;0.784;;
2296;01/22/2021;10:00:00;0.784;;
2297;01/22/2021;12:00:00;0.784;;
2298;01/22/2021;14:00:00;0.784;;
2299;01/22/2021;16:00:00;0.784;;
2300;01/22/2021;18:00:00;0.784;;
2301;01/23/2021;20:00:00;0.784;;
2302;01/23/2021;22:00:00;0.784;;
2303;01/23/2021;00:00:00;0.784;;
2304;01/23/2021;02:00:00;0.784;;
2305;01/23/2021;04:00:00;0.784;;
2306;01/23/2021;06:00:00;0.784;;
2307;01/23/2021;08:00:00;0.784;;
2308;01/23/2021;10:00:00;0.784;;
2309;01/23/2021;12:00:00;0.784;;
2310;01/23/2021;14:00:00;0.784;;
2311;01/23/2021;16:00:00;0.784;;
2312;01/23/2021;18:00:00;0.784;;
2313;01/24/2021;20:00:00;0.784;;
2314;01/24/2021;22:00:00;0.784;;
2315;01/24/2021;00:00:00;0.784;;
2316;01/24/2021;02:00:00;0.784;;
2317;01/24/2021;04:00:00;0.784;;
2318;01/24/2021;06:00:00;0.784;;
2319;01/24/2021;08:00:00;0.893;;
2320;01/24/2021;10:00:00;0.893;;
2321;01/24/2021;12:00:00;0.893;;
2322;01/24/2021;14:00:00;0.784;;
2323;01/24/2021;16:00:00;0.893;;
2324;01/24/2021;18:00:00;0.784;;
2325;01/25/2021;20:00:00;0.784;;
2326;01/25/2021;22:00:00;0.784;;
2327;01/25/2021;00:00:00;0.784;;
2328;01/25/2021;02:00:00;0.784;;
2329;01/25/2021;04:00:00;0.784;;
2330;01/25/2021;06:00:00;0.784;;
2331;01/25/2021;08:00:00;0.784;;
2332;01/25/2021;10:00:00;0.893;;
2333;01/25/2021;12:00:00;0.893;;
2334;01/25/2021;14:00:00;0.893;;
2335;01/25/2021;16:00:00;0.784;;
2336;01/25/2021;18:00:00;0.784;;
2337;01/26/2021;20:00:00;0.784;;
2338;01/26/2021;22:00:00;0.784;;
2339;01/26/2021;00:00:00;0.674;;
2340;01/26/2021;02:00:00;0.674;;
2341;01/26/2021;04:00:00;0.674;;
2342;01/26/2021;06:00:00;0.563;;
2343;01/26/2021;08:00:00;0.674;;
2344;01/26/2021;10:00:00;0.674;;
2345;01/26/2021;12:00:00;0.674;;
2346;01/26/2021;14:00:00;0.674;;
2347;01/26/2021;16:00:00;0.784;;
2348;01/26/2021;18:00:00;0.784;;
2349;01/27/2021;20:00:00;0.674;;
2350;01/27/2021;22:00:00;0.674;;
2351;01/27/2021;00:00:00;0.674;;
2352;01/27/2021;02:00:00;0.674;;
2353;01/27/2021;04:00:00;0.674;;
2354;01/27/2021;06:00:00;0.674;;
2355;01/27/2021;08:00:00;0.674;;
2356;01/27/2021;10:00:00;0.784;;
2357;01/27/2021;12:00:00;0.784;;
2358;01/27/2021;14:00:00;0.784;;
2359;01/27/2021;16:00:00;0.784;;
2360;01/27/2021;18:00:00;0.784;;
2361;01/28/2021;20:00:00;0.784;;
2362;01/28/2021;22:00:00;0.784;;
2363;01/28/2021;00:00:00;0.784;;
2364;01/28/2021;02:00:00;0.784;;
2365;01/28/2021;04:00:00;0.784;;
2366;01/28/2021;06:00:00;0.784;;
2367;01/28/2021;08:00:00;0.784;;
2368;01/28/2021;10:00:00;0.784;;
2369;01/28/2021;12:00:00;0.784;;
2370;01/28/2021;14:00:00;0.784;;
2371;01/28/2021;16:00:00;0.784;;
2372;01/28/2021;18:00:00;0.784;;
2373;01/29/2021;20:00:00;0.784;;
2374;01/29/2021;22:00:00;0.784;;
2375;01/29/2021;00:00:00;0.784;;
2376;01/29/2021;02:00:00;0.784;;
2377;01/29/2021;04:00:00;0.784;;
2378;01/29/2021;06:00:00;0.784;;
2379;01/29/2021;08:00:00;0.784;;
2380;01/29/2021;10:00:00;0.784;;
2381;01/29/2021;12:00:00;0.784;;
2382;01/29/2021;14:00:00;0.784;;
2383;01/29/2021;16:00:00;0.784;;
2384;01/29/2021;18:00:00;0.784;;
2385;01/30/2021;20:00:00;0.784;;
2386;01/30/2021;22:00:00;0.784;;
2387;01/30/2021;00:00:00;0.784;;
2388;01/30/2021;02:00:00;0.784;;
2389;01/30/2021;04:00:00;0.784;;
2390;01/30/2021;06:00:00;0.784;;
2391;01/30/2021;08:00:00;0.784;;
2392;01/30/2021;10:00:00;0.784;;
2393;01/30/2021;12:00:00;0.784;;
2394;01/30/2021;14:00:00;0.784;;
2395;01/30/2021;16:00:00;0.784;;
2396;01/30/2021;18:00:00;0.784;;
2397;01/31/2021;20:00:00;0.784;;
2398;01/31/2021;22:00:00;0.784;;
2399;01/31/2021;00:00:00;0.784;;
2400;01/31/2021;02:00:00;0.784;;
2401;01/31/2021;04:00:00;0.784;;
2402;01/31/2021;06:00:00;0.784;;
2403;01/31/2021;08:00:00;0.784;;
2404;01/31/2021;10:00:00;0.784;;
2405;01/31/2021;12:00:00;0.784;;
2406;01/31/2021;14:00:00;0.784;;
2407;01/31/2021;16:00:00;0.784;;
2408;01/31/2021;18:00:00;0.784;;
2409;02/01/2021;20:00:00;0.784;;
2410;02/01/2021;22:00:00;0.784;;
2411;02/01/2021;00:00:00;0.784;;
2412;02/01/2021;02:00:00;0.784;;
2413;02/01/2021;04:00:00;0.784;;
2414;02/01/2021;06:00:00;0.784;;
2415;02/01/2021;08:00:00;0.784;;
2416;02/01/2021;10:00:00;0.784;;
2417;02/01/2021;12:00:00;0.784;;
2418;02/01/2021;14:00:00;0.784;;
2419;02/01/2021;16:00:00;0.784;;
2420;02/01/2021;18:00:00;0.784;;
2421;02/02/2021;20:00:00;0.784;;
2422;02/02/2021;22:00:00;0.784;;
2423;02/02/2021;00:00:00;0.784;;
2424;02/02/2021;02:00:00;0.784;;
2425;02/02/2021;08:00:00;0.784;;
2426;02/02/2021;10:00:00;0.784;;
2427;02/02/2021;12:00:00;0.784;;
2428;02/02/2021;14:00:00;0.784;;
2429;02/02/2021;16:00:00;0.784;;
2430;02/02/2021;18:00:00;0.784;;
2431;02/02/2021;20:00:00;0.784;;
2432;02/02/2021;22:00:00;0.784;;
2433;02/03/2021;00:00:00;0.784;;
2434;02/03/2021;02:00:00;0.784;;
2435;02/03/2021;04:00:00;0.784;;
2436;02/03/2021;06:00:00;0.784;;
2437;02/03/2021;08:00:00;0.784;;
2438;02/03/2021;10:00:00;0.784;;
2439;02/03/2021;12:00:00;0.784;;
2440;02/03/2021;14:00:00;0.784;;
2441;02/03/2021;16:00:00;0.784;;
2442;02/03/2021;18:00:00;0.784;;
2443;02/03/2021;20:00:00;0.674;;
2444;02/03/2021;22:00:00;0.784;;
2445;02/04/2021;00:00:00;0.784;;
2446;02/04/2021;02:00:00;0.784;;
2447;02/04/2021;04:00:00;0.784;;
2448;02/04/2021;06:00:00;0.784;;
2449;02/04/2021;08:00:00;0.784;;
2450;02/04/2021;10:00:00;0.784;;
2451;02/04/2021;12:00:00;0.784;;
2452;02/04/2021;14:00:00;0.784;;
2453;02/04/2021;16:00:00;0.784;;
2454;02/04/2021;18:00:00;0.784;;
2455;02/04/2021;20:00:00;0.784;;
