Titre de tracé : 20011406;;;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011406);Coupleur attaché (LGR S/N: 20011406);Hôte connecté (LGR S/N: 20011406);Arrêté (LGR S/N: 20011406);Fin de fichier (LGR S/N: 20011406)
2310;02/08/2021;18:00:00;0.121;;;;
2311;02/08/2021;20:00:00;0.121;;;;
2312;02/08/2021;22:00:00;0.121;;;;
2313;02/09/2021;00:00:00;0.121;;;;
2314;02/09/2021;02:00:00;0.121;;;;
2315;02/09/2021;04:00:00;0.121;;;;
2316;02/09/2021;06:00:00;0.121;;;;
2317;02/09/2021;08:00:00;0.121;;;;
2318;02/09/2021;10:00:00;0.121;;;;
2319;02/09/2021;12:00:00;0.121;;;;
2320;02/09/2021;14:00:00;0.121;;;;
2321;02/09/2021;16:00:00;0.121;;;;
2322;02/09/2021;18:00:00;0.121;;;;
2323;02/09/2021;20:00:00;0.121;;;;
2324;02/09/2021;22:00:00;0.121;;;;
2325;02/10/2021;00:00:00;0.121;;;;
2326;02/10/2021;02:00:00;0.121;;;;
2327;02/10/2021;04:00:00;0.121;;;;
2328;02/10/2021;06:00:00;0.121;;;;
2329;02/10/2021;08:00:00;0.121;;;;
2330;02/10/2021;10:00:00;0.121;;;;
2331;02/10/2021;12:00:00;0.121;;;;
2332;02/10/2021;14:00:00;0.121;;;;
2333;02/10/2021;16:00:00;0.121;;;;
2334;02/10/2021;18:00:00;0.121;;;;
2335;02/10/2021;20:00:00;0.121;;;;
2336;02/10/2021;22:00:00;0.121;;;;
2337;02/11/2021;00:00:00;0.121;;;;
2338;02/11/2021;02:00:00;0.121;;;;
2339;02/11/2021;04:00:00;0.121;;;;
2340;02/11/2021;06:00:00;0.121;;;;
2341;02/11/2021;08:00:00;0.121;;;;
2342;02/11/2021;10:00:00;0.121;;;;
2343;02/11/2021;12:00:00;0.121;;;;
2344;02/11/2021;14:00:00;0.121;;;;
2345;02/11/2021;16:00:00;0.121;;;;
2346;02/11/2021;18:00:00;0.121;;;;
2347;02/11/2021;20:00:00;0.121;;;;
2348;02/11/2021;22:00:00;0.121;;;;
2349;02/12/2021;00:00:00;0.121;;;;
2350;02/12/2021;02:00:00;0.121;;;;
2351;02/12/2021;04:00:00;0.121;;;;
2352;02/12/2021;06:00:00;0.121;;;;
2353;02/12/2021;08:00:00;0.121;;;;
2354;02/12/2021;10:00:00;0.121;;;;
2355;02/12/2021;12:00:00;0.121;;;;
2356;02/12/2021;14:00:00;0.121;;;;
2357;02/12/2021;16:00:00;0.121;;;;
2358;02/12/2021;18:00:00;0.121;;;;
2359;02/12/2021;20:00:00;0.121;;;;
2360;02/12/2021;22:00:00;0.121;;;;
2361;02/13/2021;00:00:00;0.121;;;;
2362;02/13/2021;02:00:00;0.121;;;;
2363;02/13/2021;04:00:00;0.121;;;;
2364;02/13/2021;06:00:00;0.121;;;;
2365;02/13/2021;08:00:00;0.121;;;;
2366;02/13/2021;10:00:00;0.121;;;;
2367;02/13/2021;12:00:00;0.121;;;;
2368;02/13/2021;14:00:00;0.121;;;;
2369;02/13/2021;16:00:00;0.121;;;;
2370;02/13/2021;18:00:00;0.121;;;;
2371;02/13/2021;20:00:00;0.121;;;;
2372;02/13/2021;22:00:00;0.121;;;;
2373;02/14/2021;00:00:00;0.121;;;;
2374;02/14/2021;02:00:00;0.121;;;;
2375;02/14/2021;04:00:00;0.121;;;;
2376;02/14/2021;06:00:00;0.121;;;;
2377;02/14/2021;08:00:00;0.121;;;;
2378;02/14/2021;10:00:00;0.121;;;;
2379;02/14/2021;12:00:00;0.121;;;;
2380;02/14/2021;14:00:00;0.121;;;;
2381;02/14/2021;16:00:00;0.121;;;;
2382;02/14/2021;18:00:00;0.121;;;;
2383;02/14/2021;20:00:00;0.121;;;;
2384;02/14/2021;22:00:00;0.121;;;;
2385;02/15/2021;00:00:00;0.121;;;;
2386;02/15/2021;02:00:00;0.121;;;;
2387;02/15/2021;04:00:00;0.121;;;;
2388;02/15/2021;06:00:00;0.121;;;;
2389;02/15/2021;08:00:00;0.121;;;;
2390;02/15/2021;10:00:00;0.121;;;;
2391;02/15/2021;12:00:00;0.121;;;;
2392;02/15/2021;14:00:00;0.010;;;;
2393;02/15/2021;16:00:00;0.121;;;;
2394;02/15/2021;18:00:00;0.010;;;;
2395;02/15/2021;20:00:00;0.010;;;;
2396;02/15/2021;22:00:00;0.121;;;;
2397;02/16/2021;00:00:00;0.121;;;;
2398;02/16/2021;02:00:00;0.121;;;;
2399;02/16/2021;04:00:00;0.121;;;;
2400;02/16/2021;06:00:00;0.121;;;;
2401;02/16/2021;08:00:00;0.121;;;;
2402;02/16/2021;10:00:00;0.121;;;;
2403;02/16/2021;12:00:00;0.121;;;;
2404;02/16/2021;14:00:00;0.121;;;;
2405;02/16/2021;16:00:00;0.121;;;;
2406;02/16/2021;18:00:00;0.121;;;;
2407;02/16/2021;20:00:00;0.121;;;;
2408;02/16/2021;22:00:00;0.121;;;;
2409;02/17/2021;00:00:00;0.121;;;;
2410;02/17/2021;02:00:00;0.121;;;;
2411;02/17/2021;04:00:00;0.121;;;;
2412;02/17/2021;06:00:00;0.121;;;;
2413;02/17/2021;08:00:00;0.121;;;;
2414;02/17/2021;10:00:00;0.121;;;;
2415;02/17/2021;12:00:00;0.121;;;;
2416;02/17/2021;14:00:00;0.121;;;;
2417;02/17/2021;16:00:00;0.232;;;;
2418;02/17/2021;18:00:00;0.232;;;;
2419;02/17/2021;20:00:00;0.232;;;;
2420;02/17/2021;22:00:00;0.232;;;;
2421;02/18/2021;00:00:00;0.232;;;;
2422;02/18/2021;02:00:00;0.232;;;;
2423;02/18/2021;04:00:00;0.232;;;;
2424;02/18/2021;06:00:00;0.232;;;;
2425;02/18/2021;08:00:00;0.232;;;;
2426;02/18/2021;10:00:00;0.232;;;;
2427;02/18/2021;12:00:00;0.121;;;;
2428;02/18/2021;14:00:00;0.121;;;;
2429;02/18/2021;16:00:00;0.232;;;;
2430;02/18/2021;18:00:00;0.232;;;;
2431;02/18/2021;20:00:00;0.232;;;;
2432;02/18/2021;22:00:00;0.232;;;;
2433;02/19/2021;00:00:00;0.232;;;;
2434;02/19/2021;02:00:00;0.232;;;;
2435;02/19/2021;04:00:00;0.232;;;;
2436;02/19/2021;06:00:00;0.232;;;;
2437;02/19/2021;08:00:00;0.232;;;;
2438;02/19/2021;10:00:00;0.232;;;;
2439;02/19/2021;12:00:00;0.232;;;;
2440;02/19/2021;14:00:00;0.232;;;;
2441;02/19/2021;16:00:00;0.232;;;;
2442;02/19/2021;18:00:00;0.232;;;;
2443;02/19/2021;20:00:00;0.232;;;;
2444;02/19/2021;22:00:00;0.232;;;;
2445;02/20/2021;00:00:00;0.232;;;;
2446;02/20/2021;02:00:00;0.232;;;;
2447;02/20/2021;04:00:00;0.232;;;;
2448;02/20/2021;06:00:00;0.232;;;;
2449;02/20/2021;08:00:00;0.232;;;;
2450;02/20/2021;10:00:00;0.232;;;;
2451;02/20/2021;12:00:00;0.232;;;;
2452;02/20/2021;14:00:00;0.232;;;;
2453;02/20/2021;16:00:00;0.232;;;;
2454;02/20/2021;18:00:00;0.232;;;;
2455;02/20/2021;20:00:00;0.232;;;;
2456;02/20/2021;22:00:00;0.232;;;;
2457;02/21/2021;00:00:00;0.232;;;;
2458;02/21/2021;02:00:00;0.232;;;;
2459;02/21/2021;04:00:00;0.232;;;;
2460;02/21/2021;06:00:00;0.232;;;;
2461;02/21/2021;08:00:00;0.232;;;;
2462;02/21/2021;10:00:00;0.232;;;;
2463;02/21/2021;12:00:00;0.232;;;;
2464;02/21/2021;14:00:00;0.232;;;;
2465;02/21/2021;16:00:00;0.232;;;;
2466;02/21/2021;18:00:00;0.232;;;;
2467;02/21/2021;20:00:00;0.232;;;;
2468;02/21/2021;22:00:00;0.232;;;;
2469;02/22/2021;00:00:00;0.232;;;;
2470;02/22/2021;02:00:00;0.232;;;;
2471;02/22/2021;04:00:00;0.232;;;;
2472;02/22/2021;06:00:00;0.232;;;;
2473;02/22/2021;08:00:00;0.232;;;;
2474;02/22/2021;10:00:00;0.121;;;;
2475;02/22/2021;12:00:00;0.232;;;;
2476;02/22/2021;14:00:00;0.232;;;;
2477;02/22/2021;16:00:00;0.232;;;;
2478;02/22/2021;18:00:00;0.232;;;;
2479;02/22/2021;20:00:00;0.232;;;;
2480;02/22/2021;22:00:00;0.232;;;;
2481;02/23/2021;00:00:00;0.232;;;;
2482;02/23/2021;02:00:00;0.232;;;;
2483;02/23/2021;04:00:00;0.232;;;;
2484;02/23/2021;06:00:00;0.232;;;;
2485;02/23/2021;08:00:00;0.232;;;;
2486;02/23/2021;10:00:00;0.232;;;;
2487;02/23/2021;12:00:00;0.232;;;;
2488;02/23/2021;14:00:00;0.232;;;;
2489;02/23/2021;16:00:00;0.232;;;;
2490;02/23/2021;18:00:00;0.232;;;;
2491;02/23/2021;20:00:00;0.232;;;;
2492;02/23/2021;22:00:00;0.232;;;;
2493;02/24/2021;00:00:00;0.232;;;;
2494;02/24/2021;02:00:00;0.232;;;;
2495;02/24/2021;04:00:00;0.232;;;;
2496;02/24/2021;06:00:00;0.121;;;;
2497;02/24/2021;08:00:00;0.121;;;;
2498;02/24/2021;10:00:00;0.121;;;;
2499;02/24/2021;12:00:00;0.232;;;;
2500;02/24/2021;14:00:00;0.563;;;;
2501;02/24/2021;16:00:00;6.370;;;;
2502;02/24/2021;18:00:00;3.788;;;;
2503;02/24/2021;20:00:00;-0.102;;;;
2504;02/24/2021;22:00:00;-0.437;;;;
2505;02/25/2021;00:00:00;-0.549;;;;
2506;02/25/2021;02:00:00;-0.662;;;;
2507;02/25/2021;04:00:00;-0.662;;;;
2508;02/25/2021;06:00:00;-0.774;;;;
2509;02/25/2021;08:00:00;-0.774;;;;
2510;02/25/2021;10:00:00;0.121;;;;
2511;02/25/2021;12:00:00;4.934;;;;
2512;02/25/2021;14:00:00;16.332;;;;
2513;02/25/2021;16:00:00;18.045;;;;
2514;02/25/2021;18:00:00;9.275;;;;
2515;02/25/2021;20:00:00;0.563;;;;
2516;02/25/2021;22:00:00;-0.549;;;;
2517;02/26/2021;00:00:00;-0.662;;;;
2518;02/26/2021;02:00:00;-0.774;;;;
2519;02/26/2021;04:00:00;-0.774;;;;
2520;02/26/2021;06:00:00;-0.774;;;;
2521;02/26/2021;08:00:00;-0.774;;;;
2522;02/26/2021;10:00:00;0.453;;;;
2523;02/26/2021;12:00:00;6.573;;;;
2524;02/26/2021;14:00:00;19.948;;;;
2525;02/26/2021;16:00:00;21.187;;;;
2526;02/26/2021;18:00:00;11.625;;;;
2527;02/26/2021;20:00:00;2.624;;;;
2528;02/26/2021;22:00:00;0.010;;;;
2529;02/27/2021;00:00:00;-0.887;;;;
2530;02/27/2021;02:00:00;-1.001;;;;
2531;02/27/2021;04:00:00;-1.001;;;;
2532;02/27/2021;06:00:00;-0.102;;;;
2533;02/27/2021;08:00:00;-0.102;;;;
2534;02/27/2021;10:00:00;0.343;;;;
2535;02/27/2021;12:00:00;6.775;;;;
2536;02/27/2021;14:00:00;21.187;;;;
2537;02/27/2021;16:00:00;19.092;;;;
2538;02/27/2021;18:00:00;8.680;;;;
2539;02/27/2021;20:00:00;3.683;;;;
2540;02/27/2021;22:00:00;2.303;;;;
2541;02/28/2021;00:00:00;1.330;;;;
2542;02/28/2021;02:00:00;0.784;;;;
2543;02/28/2021;04:00:00;0.563;;;;
2544;02/28/2021;06:00:00;0.343;;;;
2545;02/28/2021;08:00:00;0.121;;;;
2546;02/28/2021;10:00:00;0.343;;;;
2547;02/28/2021;12:00:00;7.782;;;;
2548;02/28/2021;14:00:00;21.760;;;;
2549;02/28/2021;16:00:00;24.062;;;;
2550;02/28/2021;18:00:00;15.282;;;;
2551;02/28/2021;20:00:00;5.244;;;;
2552;02/28/2021;22:00:00;2.730;;;;
2553;03/01/2021;00:00:00;1.221;;;;
2554;03/01/2021;02:00:00;0.232;;;;
2555;03/01/2021;04:00:00;-0.662;;;;
2556;03/01/2021;06:00:00;-1.114;;;;
2557;03/01/2021;08:00:00;-1.341;;;;
2558;03/01/2021;10:00:00;0.121;;;;
2559;03/01/2021;12:00:00;10.553;;;;
2560;03/01/2021;14:00:00;25.222;;;;
2561;03/01/2021;16:00:00;26.097;;;;
2562;03/01/2021;18:00:00;16.046;;;;
2563;03/01/2021;20:00:00;5.757;;;;
2564;03/01/2021;22:00:00;3.261;;;;
2565;03/02/2021;00:00:00;1.548;;;;
2566;03/02/2021;02:00:00;0.453;;;;
2567;03/02/2021;04:00:00;-0.437;;;;
2568;03/02/2021;06:00:00;-0.774;;;;
2569;03/02/2021;08:00:00;-1.001;;;;
2570;03/02/2021;10:00:00;0.563;;;;
2571;03/02/2021;12:00:00;11.139;;;;
2572;03/02/2021;14:00:00;23.196;;;;
2573;03/02/2021;16:00:00;16.903;;;;
2574;03/02/2021;18:00:00;8.382;;;;
2575;03/02/2021;20:00:00;4.623;;;;
2576;03/02/2021;22:00:00;3.472;;;;
2577;03/03/2021;00:00:00;2.624;;;;
2578;03/03/2021;02:00:00;2.088;;;;
2579;03/03/2021;04:00:00;1.656;;;;
2580;03/03/2021;06:00:00;1.221;;;;
2581;03/03/2021;08:00:00;0.784;;;;
2582;03/03/2021;10:00:00;1.872;;;;
2583;03/03/2021;12:00:00;4.934;;;;
2584;03/03/2021;14:00:00;7.682;;;;
2585;03/03/2021;16:00:00;7.983;;;;
2586;03/03/2021;18:00:00;5.552;;;;
2587;03/03/2021;20:00:00;2.624;;;;
2588;03/03/2021;22:00:00;1.330;;;;
2589;03/04/2021;00:00:00;0.674;;;;
2590;03/04/2021;02:00:00;0.563;;;;
2591;03/04/2021;04:00:00;0.121;;;;
2592;03/04/2021;06:00:00;-0.213;;;;
2593;03/04/2021;08:00:00;-0.213;;;;
2594;03/04/2021;10:00:00;1.548;;;;
2595;03/04/2021;12:00:00;6.877;;;;
2596;03/04/2021;14:00:00;19.282;;;;
2597;03/04/2021;16:00:00;21.855;;;;
2598;03/04/2021;18:00:00;14.038;;;;
2599;03/04/2021;20:00:00;5.962;;;;
2600;03/04/2021;22:00:00;3.998;;;;
2601;03/05/2021;00:00:00;3.261;;;;
2602;03/05/2021;02:00:00;2.303;;;;
2603;03/05/2021;04:00:00;1.764;;;;
2604;03/05/2021;06:00:00;1.112;;;;
2605;03/05/2021;08:00:00;-0.437;;;;
2606;03/05/2021;10:00:00;2.303;;;;
2607;03/05/2021;12:00:00;4.102;;;;
2608;03/05/2021;14:00:00;5.757;;;;
2609;03/05/2021;16:00:00;11.625;;;;
2610;03/05/2021;18:00:00;7.983;;;;
2611;03/05/2021;20:00:00;1.656;;;;
2612;03/05/2021;22:00:00;0.232;;;;
2613;03/06/2021;00:00:00;0.232;;;;
2614;03/06/2021;02:00:00;-0.774;;;;
2615;03/06/2021;04:00:00;-1.114;;;;
2616;03/06/2021;06:00:00;-1.341;;;;
2617;03/06/2021;08:00:00;-1.456;;;;
2618;03/06/2021;10:00:00;0.121;;;;
2619;03/06/2021;12:00:00;9.275;;;;
2620;03/06/2021;14:00:00;24.062;;;;
2621;03/06/2021;16:00:00;25.222;;;;
2622;03/06/2021;18:00:00;13.942;;;;
2623;03/06/2021;20:00:00;4.934;;;;
2624;03/06/2021;22:00:00;4.415;;;;
2625;03/07/2021;00:00:00;2.624;;;;
2626;03/07/2021;02:00:00;1.330;;;;
2627;03/07/2021;04:00:00;2.088;;;;
2628;03/07/2021;06:00:00;2.517;;;;
2629;03/07/2021;08:00:00;2.410;;;;
2630;03/07/2021;10:00:00;2.624;;;;
2631;03/07/2021;12:00:00;2.730;;;;
2632;03/07/2021;14:00:00;7.882;;;;
2633;03/07/2021;16:00:00;7.582;;;;
2634;03/07/2021;18:00:00;5.450;;;;
2635;03/07/2021;20:00:00;2.837;;;;
2636;03/07/2021;22:00:00;2.410;;;;
2637;03/08/2021;00:00:00;2.195;;;;
2638;03/08/2021;02:00:00;2.195;;;;
2639;03/08/2021;04:00:00;2.088;;;;
2640;03/08/2021;06:00:00;1.980;;;;
2641;03/08/2021;08:00:00;1.872;;;;
2642;03/08/2021;10:00:00;1.764;;;;
2643;03/08/2021;12:00:00;1.872;;;;
2644;03/08/2021;14:00:00;1.764;;;;
2645;03/08/2021;16:00:00;11.625;;;;
2646;03/08/2021;18:00:00;5.347;;;;
2647;03/08/2021;20:00:00;2.943;;;;
2648;03/08/2021;22:00:00;2.195;;;;
2649;03/09/2021;00:00:00;1.764;;;;
2650;03/09/2021;02:00:00;1.221;;;;
2651;03/09/2021;04:00:00;0.010;;;;
2652;03/09/2021;06:00:00;-0.325;;;;
2653;03/09/2021;08:00:00;0.010;;;;
2654;03/09/2021;10:00:00;1.112;;;;
2655;03/09/2021;12:00:00;0.674;;;;
2656;03/09/2021;14:00:00;1.330;;;;
2657;03/09/2021;16:00:00;0.674;;;;
2658;03/09/2021;18:00:00;0.563;;;;
2659;03/09/2021;20:00:00;0.343;;;;
2660;03/09/2021;22:00:00;0.453;;;;
2661;03/10/2021;00:00:00;0.453;;;;
2662;03/10/2021;02:00:00;0.343;;;;
2663;03/10/2021;04:00:00;0.232;;;;
2664;03/10/2021;06:00:00;0.232;;;;
2665;03/10/2021;08:00:00;0.010;;;;
2666;03/10/2021;10:00:00;0.121;;;;
2667;03/10/2021;12:00:00;0.563;;;;
2668;03/10/2021;14:00:00;15.760;;;;
2669;03/10/2021;16:00:00;18.806;;;;
2670;03/10/2021;18:00:00;9.176;;;;
2671;03/10/2021;20:00:00;2.410;;;;
2672;03/10/2021;22:00:00;1.221;;;;
2673;03/11/2021;00:00:00;0.674;;;;
2674;03/11/2021;02:00:00;0.674;;;;
2675;03/11/2021;04:00:00;0.343;;;;
2676;03/11/2021;06:00:00;0.563;;;;
2677;03/11/2021;08:00:00;0.563;;;;
2678;03/11/2021;10:00:00;2.303;;;;
2679;03/11/2021;12:00:00;8.282;;;;
2680;03/11/2021;14:00:00;17.950;;;;
2681;03/11/2021;16:00:00;11.722;;;;
2682;03/11/2021;18:00:00;6.877;;;;
2683;03/11/2021;20:00:00;3.788;;;;
2684;03/11/2021;22:00:00;2.943;;;;
2685;03/12/2021;00:00:00;1.872;;;;
2686;03/12/2021;02:00:00;2.195;;;;
2687;03/12/2021;04:00:00;2.195;;;;
2688;03/12/2021;06:00:00;2.195;;;;
2689;03/12/2021;08:00:00;1.980;;;;
2690;03/12/2021;10:00:00;1.980;;;;
2691;03/12/2021;12:00:00;1.872;;;;
2692;03/12/2021;14:00:00;2.195;;;;
2693;03/12/2021;16:00:00;2.088;;;;
2694;03/12/2021;18:00:00;1.980;;;;
2695;03/12/2021;20:00:00;1.003;;;;
2696;03/12/2021;22:00:00;0.343;;;;
2697;03/13/2021;00:00:00;-0.213;;;;
2698;03/13/2021;02:00:00;-0.549;;;;
2699;03/13/2021;04:00:00;-0.774;;;;
2700;03/13/2021;06:00:00;-0.437;;;;
2701;03/13/2021;08:00:00;-0.549;;;;
2702;03/13/2021;10:00:00;0.010;;;;
2703;03/13/2021;12:00:00;0.674;;;;
2704;03/13/2021;14:00:00;4.623;;;;
2705;03/13/2021;16:00:00;13.846;;;;
2706;03/13/2021;18:00:00;5.141;;;;
2707;03/13/2021;20:00:00;2.303;;;;
2708;03/13/2021;22:00:00;1.872;;;;
2709;03/14/2021;00:00:00;1.872;;;;
2710;03/14/2021;02:00:00;1.656;;;;
2711;03/14/2021;04:00:00;1.439;;;;
2712;03/14/2021;06:00:00;1.330;;;;
2713;03/14/2021;08:00:00;-0.549;;;;
2714;03/14/2021;10:00:00;0.232;;;;
2715;03/14/2021;12:00:00;0.343;;;;
2716;03/14/2021;14:00:00;0.343;;;;
2717;03/14/2021;16:00:00;0.453;;;;
2718;03/14/2021;18:00:00;0.453;;;;
2719;03/14/2021;20:00:00;0.453;;;;
2720;03/14/2021;22:00:00;0.343;;;;
2721;03/15/2021;00:00:00;0.121;;;;
2722;03/15/2021;02:00:00;0.121;;;;
2723;03/15/2021;04:00:00;0.121;;;;
2724;03/15/2021;06:00:00;0.232;;;;
2725;03/15/2021;08:00:00;0.232;;;;
2726;03/15/2021;10:00:00;0.232;;;;
2727;03/15/2021;12:00:00;0.343;;;;
2728;03/15/2021;14:00:00;0.343;;;;
2729;03/15/2021;16:00:00;0.343;;;;
2730;03/15/2021;18:00:00;0.343;;;;
2731;03/15/2021;20:00:00;0.343;;;;
2732;03/15/2021;22:00:00;0.232;;;;
2733;03/16/2021;00:00:00;0.121;;;;
2734;03/16/2021;02:00:00;0.121;;;;
2735;03/16/2021;04:00:00;0.121;;;;
2736;03/16/2021;06:00:00;0.121;;;;
2737;03/16/2021;08:00:00;0.232;;;;
2738;03/16/2021;10:00:00;0.232;;;;
2739;03/16/2021;12:00:00;0.232;;;;
2740;03/16/2021;14:00:00;0.343;;;;
2741;03/16/2021;16:00:00;0.121;;;;
2742;03/16/2021;18:00:00;-0.887;;;;
2743;03/16/2021;20:00:00;-1.001;;;;
2744;03/16/2021;22:00:00;-0.213;;;;
2745;03/17/2021;00:00:00;-0.662;;;;
2746;03/17/2021;02:00:00;-0.213;;;;
2747;03/17/2021;04:00:00;-0.662;;;;
2748;03/17/2021;06:00:00;-0.213;;;;
2749;03/17/2021;08:00:00;-0.887;;;;
2750;03/17/2021;10:00:00;-0.102;;;;
2751;03/17/2021;12:00:00;-0.102;;;;
2752;03/17/2021;14:00:00;0.121;;;;
2753;03/17/2021;16:00:00;0.121;;;;
2754;03/17/2021;18:00:00;-0.213;;;;
2755;03/17/2021;20:00:00;-0.213;;;;
2756;03/17/2021;22:00:00;-0.102;;;;
2757;03/18/2021;00:00:00;-0.102;;;;
2758;03/18/2021;02:00:00;-0.213;;;;
2759;03/18/2021;04:00:00;-0.102;;;;
2760;03/18/2021;06:00:00;-0.102;;;;
2761;03/18/2021;08:00:00;-0.102;;;;
2762;03/18/2021;10:00:00;0.010;;;;
2763;03/18/2021;12:00:00;0.121;;;;
2764;03/18/2021;14:00:00;0.121;;;;
2765;03/18/2021;16:00:00;0.232;;;;
2766;03/18/2021;18:00:00;0.232;;;;
2767;03/18/2021;20:00:00;0.121;;;;
2768;03/18/2021;22:00:00;0.121;;;;
2769;03/19/2021;00:00:00;0.010;;;;
2770;03/19/2021;02:00:00;0.010;;;;
2771;03/19/2021;04:00:00;-0.102;;;;
2772;03/19/2021;06:00:00;0.010;;;;
2773;03/19/2021;08:00:00;-0.102;;;;
2774;03/19/2021;10:00:00;-0.102;;;;
2775;03/19/2021;12:00:00;-0.102;;;;
2776;03/19/2021;14:00:00;0.232;;;;
2777;03/19/2021;16:00:00;0.232;;;;
2778;03/19/2021;18:00:00;0.232;;;;
2779;03/19/2021;20:00:00;0.232;;;;
2780;03/19/2021;22:00:00;0.232;;;;
2781;03/20/2021;00:00:00;0.232;;;;
2782;03/20/2021;02:00:00;0.232;;;;
2783;03/20/2021;04:00:00;0.232;;;;
2784;03/20/2021;06:00:00;0.232;;;;
2785;03/20/2021;08:00:00;0.121;;;;
2786;03/20/2021;10:00:00;0.121;;;;
2787;03/20/2021;12:00:00;0.232;;;;
2788;03/20/2021;14:00:00;0.232;;;;
2789;03/20/2021;16:00:00;0.232;;;;
2790;03/20/2021;18:00:00;0.232;;;;
2791;03/20/2021;20:00:00;0.121;;;;
2792;03/20/2021;22:00:00;0.010;;;;
2793;03/21/2021;00:00:00;-0.102;;;;
2794;03/21/2021;02:00:00;-0.213;;;;
2795;03/21/2021;04:00:00;-0.213;;;;
2796;03/21/2021;06:00:00;-0.213;;;;
2797;03/21/2021;08:00:00;-0.213;;;;
2798;03/21/2021;10:00:00;-0.102;;;;
2799;03/21/2021;12:00:00;0.121;;;;
2800;03/21/2021;14:00:00;0.232;;;;
2801;03/21/2021;16:00:00;0.343;;;;
2802;03/21/2021;18:00:00;0.232;;;;
2803;03/21/2021;20:00:00;0.232;;;;
2804;03/21/2021;22:00:00;0.121;;;;
2805;03/22/2021;00:00:00;0.121;;;;
2806;03/22/2021;02:00:00;0.121;;;;
2807;03/22/2021;04:00:00;0.121;;;;
2808;03/22/2021;06:00:00;0.010;;;;
2809;03/22/2021;08:00:00;0.010;;;;
2810;03/22/2021;10:00:00;0.121;;;;
2811;03/22/2021;12:00:00;0.232;;;;
2812;03/22/2021;14:00:00;0.232;;;;
2813;03/22/2021;16:00:00;0.232;;;;
2814;03/22/2021;18:00:00;0.232;;;;
2815;03/22/2021;20:00:00;0.232;;;;
2816;03/22/2021;22:00:00;0.121;;;;
2817;03/23/2021;00:00:00;0.121;;;;
2818;03/23/2021;02:00:00;-0.102;;;;
2819;03/23/2021;04:00:00;-0.213;;;;
2820;03/23/2021;06:00:00;-0.549;;;;
2821;03/23/2021;08:00:00;-0.437;;;;
2822;03/23/2021;10:00:00;0.010;;;;
2823;03/23/2021;12:00:00;0.343;;;;
2824;03/23/2021;14:00:00;2.303;;;;
2825;03/23/2021;16:00:00;10.357;;;;
2826;03/23/2021;18:00:00;6.370;;;;
2827;03/23/2021;20:00:00;-0.213;;;;
2828;03/23/2021;22:00:00;-0.887;;;;
2829;03/24/2021;00:00:00;-1.001;;;;
2830;03/24/2021;02:00:00;-1.341;;;;
2831;03/24/2021;04:00:00;-1.456;;;;
2832;03/24/2021;06:00:00;-1.456;;;;
2833;03/24/2021;08:00:00;-1.341;;;;
2834;03/24/2021;10:00:00;0.232;;;;
2835;03/24/2021;12:00:00;7.682;;;;
2836;03/24/2021;14:00:00;17.760;;;;
2837;03/24/2021;16:00:00;18.236;;;;
2838;03/24/2021;18:00:00;11.139;;;;
2839;03/24/2021;20:00:00;3.155;;;;
2840;03/24/2021;22:00:00;1.003;;;;
2841;03/25/2021;00:00:00;-0.213;;;;
2842;03/25/2021;02:00:00;-0.887;;;;
2843;03/25/2021;04:00:00;-1.114;;;;
2844;03/25/2021;06:00:00;-1.228;;;;
2845;03/25/2021;08:00:00;-1.114;;;;
2846;03/25/2021;10:00:00;0.453;;;;
2847;03/25/2021;12:00:00;10.748;;;;
2848;03/25/2021;14:00:00;21.473;;;;
2849;03/25/2021;16:00:00;23.484;;;;
2850;03/25/2021;18:00:00;15.569;;;;
2851;03/25/2021;20:00:00;5.347;;;;
2852;03/25/2021;22:00:00;2.730;;;;
2853;03/26/2021;00:00:00;1.221;;;;
2854;03/26/2021;02:00:00;0.121;;;;
2855;03/26/2021;04:00:00;-0.662;;;;
2856;03/26/2021;06:00:00;-1.228;;;;
2857;03/26/2021;08:00:00;-1.114;;;;
2858;03/26/2021;10:00:00;1.112;;;;
2859;03/26/2021;12:00:00;12.110;;;;
2860;03/26/2021;14:00:00;22.333;;;;
2861;03/26/2021;16:00:00;18.521;;;;
2862;03/26/2021;18:00:00;11.431;;;;
2863;03/26/2021;20:00:00;6.268;;;;
2864;03/26/2021;22:00:00;4.102;;;;
2865;03/27/2021;00:00:00;2.730;;;;
2866;03/27/2021;02:00:00;1.980;;;;
2867;03/27/2021;04:00:00;1.872;;;;
2868;03/27/2021;06:00:00;2.195;;;;
2869;03/27/2021;08:00:00;2.195;;;;
2870;03/27/2021;10:00:00;2.195;;;;
2871;03/27/2021;12:00:00;2.730;;;;
2872;03/27/2021;14:00:00;14.325;;;;
2873;03/27/2021;16:00:00;17.379;;;;
2874;03/27/2021;18:00:00;10.455;;;;
2875;03/27/2021;20:00:00;4.311;;;;
2876;03/27/2021;22:00:00;2.088;;;;
2877;03/28/2021;00:00:00;0.563;;;;
2878;03/28/2021;02:00:00;-0.213;;;;
2879;03/28/2021;04:00:00;-0.774;;;;
2880;03/28/2021;06:00:00;-1.001;;;;
2881;03/28/2021;08:00:00;-0.887;;;;
2882;03/28/2021;10:00:00;0.784;;;;
2883;03/28/2021;12:00:00;14.134;;;;
