Titre de tracé : 20011406;;;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011406);Coupleur attaché (LGR S/N: 20011406);Hôte connecté (LGR S/N: 20011406);Arrêté (LGR S/N: 20011406);Fin de fichier (LGR S/N: 20011406)
2884;03/28/2021;14:00:00;23.100;;;;
2885;03/28/2021;16:00:00;21.569;;;;
2886;03/28/2021;18:00:00;14.613;;;;
2887;03/28/2021;20:00:00;6.064;;;;
2888;03/28/2021;22:00:00;3.788;;;;
2889;03/29/2021;00:00:00;2.517;;;;
2890;03/29/2021;02:00:00;1.548;;;;
2891;03/29/2021;04:00:00;0.674;;;;
2892;03/29/2021;06:00:00;0.232;;;;
2893;03/29/2021;08:00:00;0.232;;;;
2894;03/29/2021;10:00:00;3.049;;;;
2895;03/29/2021;12:00:00;17.379;;;;
2896;03/29/2021;14:00:00;29.752;;;;
2897;03/29/2021;16:00:00;29.352;;;;
2898;03/29/2021;18:00:00;20.805;;;;
2899;03/29/2021;20:00:00;10.063;;;;
2900;03/29/2021;22:00:00;7.179;;;;
2901;03/30/2021;00:00:00;5.655;;;;
2902;03/30/2021;02:00:00;4.519;;;;
2903;03/30/2021;04:00:00;3.683;;;;
2904;03/30/2021;06:00:00;2.943;;;;
2905;03/30/2021;08:00:00;2.730;;;;
2906;03/30/2021;10:00:00;5.450;;;;
2907;03/30/2021;12:00:00;17.950;;;;
2908;03/30/2021;14:00:00;28.555;;;;
2909;03/30/2021;16:00:00;29.053;;;;
2910;03/30/2021;18:00:00;21.378;;;;
2911;03/30/2021;20:00:00;11.236;;;;
2912;03/30/2021;22:00:00;8.481;;;;
2913;03/31/2021;00:00:00;6.978;;;;
2914;03/31/2021;02:00:00;5.552;;;;
2915;03/31/2021;04:00:00;4.519;;;;
2916;03/31/2021;06:00:00;3.683;;;;
2917;03/31/2021;08:00:00;3.367;;;;
2918;03/31/2021;10:00:00;5.860;;;;
2919;03/31/2021;12:00:00;18.616;;;;
2920;03/31/2021;14:00:00;29.652;;;;
2921;03/31/2021;16:00:00;30.255;;;;
2922;03/31/2021;18:00:00;17.475;;;;
2923;03/31/2021;20:00:00;11.528;;;;
2924;03/31/2021;22:00:00;8.779;;;;
2925;04/01/2021;00:00:00;7.280;;;;
2926;04/01/2021;02:00:00;6.268;;;;
2927;04/01/2021;04:00:00;5.552;;;;
2928;04/01/2021;06:00:00;4.623;;;;
2929;04/01/2021;08:00:00;4.311;;;;
2930;04/01/2021;10:00:00;6.674;;;;
2931;04/01/2021;12:00:00;18.426;;;;
2932;04/01/2021;14:00:00;28.555;;;;
2933;04/01/2021;16:00:00;20.424;;;;
2934;04/01/2021;18:00:00;13.846;;;;
2935;04/01/2021;20:00:00;9.866;;;;
2936;04/01/2021;22:00:00;7.882;;;;
2937;04/02/2021;00:00:00;6.471;;;;
2938;04/02/2021;02:00:00;5.552;;;;
2939;04/02/2021;04:00:00;4.831;;;;
2940;04/02/2021;06:00:00;4.102;;;;
2941;04/02/2021;08:00:00;3.893;;;;
2942;04/02/2021;10:00:00;6.370;;;;
2943;04/02/2021;12:00:00;17.760;;;;
2944;04/02/2021;14:00:00;26.195;;;;
2945;04/02/2021;16:00:00;18.426;;;;
2946;04/02/2021;18:00:00;15.473;;;;
2947;04/02/2021;20:00:00;8.879;;;;
2948;04/02/2021;22:00:00;7.280;;;;
2949;04/03/2021;00:00:00;6.064;;;;
2950;04/03/2021;02:00:00;4.727;;;;
2951;04/03/2021;04:00:00;3.788;;;;
2952;04/03/2021;06:00:00;3.155;;;;
2953;04/03/2021;08:00:00;3.155;;;;
2954;04/03/2021;10:00:00;6.978;;;;
2955;04/03/2021;12:00:00;9.176;;;;
2956;04/03/2021;14:00:00;25.222;;;;
2957;04/03/2021;16:00:00;25.805;;;;
2958;04/03/2021;18:00:00;16.999;;;;
2959;04/03/2021;20:00:00;10.161;;;;
2960;04/03/2021;22:00:00;7.983;;;;
2961;04/04/2021;00:00:00;6.573;;;;
2962;04/04/2021;02:00:00;6.471;;;;
2963;04/04/2021;04:00:00;4.727;;;;
2964;04/04/2021;06:00:00;3.578;;;;
2965;04/04/2021;08:00:00;4.623;;;;
2966;04/04/2021;10:00:00;7.079;;;;
2967;04/04/2021;12:00:00;16.808;;;;
2968;04/04/2021;14:00:00;29.752;;;;
2969;04/04/2021;16:00:00;25.319;;;;
2970;04/04/2021;18:00:00;13.269;;;;
2971;04/04/2021;20:00:00;8.182;;;;
2972;04/04/2021;22:00:00;6.166;;;;
2973;04/05/2021;00:00:00;5.347;;;;
2974;04/05/2021;02:00:00;3.788;;;;
2975;04/05/2021;04:00:00;2.943;;;;
2976;04/05/2021;06:00:00;2.088;;;;
2977;04/05/2021;08:00:00;1.980;;;;
2978;04/05/2021;10:00:00;4.727;;;;
2979;04/05/2021;12:00:00;15.473;;;;
2980;04/05/2021;14:00:00;21.951;;;;
2981;04/05/2021;16:00:00;23.292;;;;
2982;04/05/2021;18:00:00;14.613;;;;
2983;04/05/2021;20:00:00;6.064;;;;
2984;04/05/2021;22:00:00;5.141;;;;
2985;04/06/2021;00:00:00;3.367;;;;
2986;04/06/2021;02:00:00;2.195;;;;
2987;04/06/2021;04:00:00;2.624;;;;
2988;04/06/2021;06:00:00;3.049;;;;
2989;04/06/2021;08:00:00;2.410;;;;
2990;04/06/2021;10:00:00;2.410;;;;
2991;04/06/2021;12:00:00;2.943;;;;
2992;04/06/2021;14:00:00;10.846;;;;
2993;04/06/2021;16:00:00;5.860;;;;
2994;04/06/2021;18:00:00;-0.102;;;;
2995;04/06/2021;20:00:00;-2.377;;;;
2996;04/06/2021;22:00:00;-2.844;;;;
2997;04/07/2021;00:00:00;-2.030;;;;
2998;04/07/2021;02:00:00;-1.799;;;;
2999;04/07/2021;04:00:00;-0.325;;;;
3000;04/07/2021;06:00:00;-0.102;;;;
3001;04/07/2021;08:00:00;-0.213;;;;
3002;04/07/2021;10:00:00;-0.213;;;;
3003;04/07/2021;12:00:00;0.121;;;;
3004;04/07/2021;14:00:00;1.764;;;;
3005;04/07/2021;16:00:00;10.455;;;;
3006;04/07/2021;18:00:00;3.049;;;;
3007;04/07/2021;20:00:00;-2.030;;;;
3008;04/07/2021;22:00:00;-2.610;;;;
3009;04/08/2021;00:00:00;-2.844;;;;
3010;04/08/2021;02:00:00;-2.962;;;;
3011;04/08/2021;04:00:00;-3.079;;;;
3012;04/08/2021;06:00:00;-2.962;;;;
3013;04/08/2021;08:00:00;-2.610;;;;
3014;04/08/2021;10:00:00;-0.549;;;;
3015;04/08/2021;12:00:00;8.581;;;;
3016;04/08/2021;14:00:00;16.332;;;;
3017;04/08/2021;16:00:00;18.996;;;;
3018;04/08/2021;18:00:00;11.334;;;;
3019;04/08/2021;20:00:00;3.155;;;;
3020;04/08/2021;22:00:00;0.893;;;;
3021;04/09/2021;00:00:00;-0.213;;;;
3022;04/09/2021;02:00:00;-0.662;;;;
3023;04/09/2021;04:00:00;-0.774;;;;
3024;04/09/2021;06:00:00;-0.887;;;;
3025;04/09/2021;08:00:00;0.010;;;;
3026;04/09/2021;10:00:00;2.410;;;;
3027;04/09/2021;12:00:00;14.996;;;;
3028;04/09/2021;14:00:00;27.468;;;;
3029;04/09/2021;16:00:00;26.879;;;;
3030;04/09/2021;18:00:00;17.475;;;;
3031;04/09/2021;20:00:00;7.983;;;;
3032;04/09/2021;22:00:00;5.860;;;;
3033;04/10/2021;00:00:00;4.831;;;;
3034;04/10/2021;02:00:00;3.998;;;;
3035;04/10/2021;04:00:00;3.261;;;;
3036;04/10/2021;06:00:00;2.943;;;;
3037;04/10/2021;08:00:00;2.730;;;;
3038;04/10/2021;10:00:00;6.064;;;;
3039;04/10/2021;12:00:00;15.951;;;;
3040;04/10/2021;14:00:00;20.043;;;;
3041;04/10/2021;16:00:00;17.284;;;;
3042;04/10/2021;18:00:00;12.594;;;;
3043;04/10/2021;20:00:00;7.782;;;;
3044;04/10/2021;22:00:00;5.757;;;;
3045;04/11/2021;00:00:00;4.934;;;;
3046;04/11/2021;02:00:00;4.207;;;;
3047;04/11/2021;04:00:00;3.788;;;;
3048;04/11/2021;06:00:00;3.367;;;;
3049;04/11/2021;08:00:00;2.837;;;;
3050;04/11/2021;10:00:00;4.623;;;;
3051;04/11/2021;12:00:00;14.038;;;;
3052;04/11/2021;14:00:00;27.764;;;;
3053;04/11/2021;16:00:00;28.555;;;;
3054;04/11/2021;18:00:00;16.427;;;;
3055;04/11/2021;20:00:00;7.983;;;;
3056;04/11/2021;22:00:00;7.582;;;;
3057;04/12/2021;00:00:00;6.064;;;;
3058;04/12/2021;02:00:00;5.141;;;;
3059;04/12/2021;04:00:00;5.141;;;;
3060;04/12/2021;06:00:00;4.934;;;;
3061;04/12/2021;08:00:00;4.623;;;;
3062;04/12/2021;10:00:00;3.893;;;;
3063;04/12/2021;12:00:00;2.837;;;;
3064;04/12/2021;14:00:00;3.261;;;;
3065;04/12/2021;16:00:00;2.624;;;;
3066;04/12/2021;18:00:00;1.439;;;;
3067;04/12/2021;20:00:00;2.195;;;;
3068;04/12/2021;22:00:00;2.303;;;;
3069;04/13/2021;00:00:00;2.195;;;;
3070;04/13/2021;02:00:00;2.195;;;;
3071;04/13/2021;04:00:00;2.195;;;;
3072;04/13/2021;06:00:00;2.088;;;;
3073;04/13/2021;08:00:00;1.980;;;;
3074;04/13/2021;10:00:00;2.088;;;;
3075;04/13/2021;12:00:00;2.195;;;;
3076;04/13/2021;14:00:00;3.893;;;;
3077;04/13/2021;16:00:00;12.304;;;;
3078;04/13/2021;18:00:00;7.682;;;;
3079;04/13/2021;20:00:00;1.764;;;;
3080;04/13/2021;22:00:00;0.232;;;;
3081;04/14/2021;00:00:00;-0.662;;;;
3082;04/14/2021;02:00:00;-1.341;;;;
3083;04/14/2021;04:00:00;-1.799;;;;
3084;04/14/2021;06:00:00;-2.145;;;;
3085;04/14/2021;08:00:00;-1.799;;;;
3086;04/14/2021;10:00:00;0.121;;;;
3087;04/14/2021;12:00:00;11.722;;;;
3088;04/14/2021;14:00:00;18.426;;;;
3089;04/14/2021;16:00:00;16.523;;;;
3090;04/14/2021;18:00:00;8.879;;;;
3091;04/14/2021;20:00:00;4.102;;;;
3092;04/14/2021;22:00:00;1.872;;;;
3093;04/15/2021;00:00:00;-0.213;;;;
3094;04/15/2021;02:00:00;-1.228;;;;
3095;04/15/2021;04:00:00;-1.341;;;;
3096;04/15/2021;06:00:00;-1.570;;;;
3097;04/15/2021;08:00:00;-1.570;;;;
3098;04/15/2021;10:00:00;0.232;;;;
3099;04/15/2021;12:00:00;11.139;;;;
3100;04/15/2021;14:00:00;19.282;;;;
3101;04/15/2021;16:00:00;17.475;;;;
3102;04/15/2021;18:00:00;6.978;;;;
3103;04/15/2021;20:00:00;1.872;;;;
3104;04/15/2021;22:00:00;1.764;;;;
3105;04/16/2021;00:00:00;1.548;;;;
3106;04/16/2021;02:00:00;-0.887;;;;
3107;04/16/2021;04:00:00;0.121;;;;
3108;04/16/2021;06:00:00;1.003;;;;
3109;04/16/2021;08:00:00;1.221;;;;
3110;04/16/2021;10:00:00;1.221;;;;
3111;04/16/2021;12:00:00;1.872;;;;
3112;04/16/2021;14:00:00;4.831;;;;
3113;04/16/2021;16:00:00;18.901;;;;
3114;04/16/2021;18:00:00;9.571;;;;
3115;04/16/2021;20:00:00;1.003;;;;
3116;04/16/2021;22:00:00;-2.962;;;;
3117;04/17/2021;00:00:00;-4.393;;;;
3118;04/17/2021;02:00:00;-4.514;;;;
3119;04/17/2021;04:00:00;-5.125;;;;
3120;04/17/2021;06:00:00;-5.620;;;;
3121;04/17/2021;08:00:00;-4.393;;;;
3122;04/17/2021;10:00:00;3.472;;;;
3123;04/17/2021;12:00:00;20.329;;;;
3124;04/17/2021;14:00:00;9.373;;;;
3125;04/17/2021;16:00:00;10.063;;;;
3126;04/17/2021;18:00:00;2.303;;;;
3127;04/17/2021;20:00:00;1.112;;;;
3128;04/17/2021;22:00:00;1.112;;;;
3129;04/18/2021;00:00:00;1.112;;;;
3130;04/18/2021;02:00:00;1.112;;;;
3131;04/18/2021;04:00:00;1.112;;;;
3132;04/18/2021;06:00:00;-0.437;;;;
3133;04/18/2021;08:00:00;-0.437;;;;
3134;04/18/2021;10:00:00;0.563;;;;
3135;04/18/2021;12:00:00;0.121;;;;
3136;04/18/2021;14:00:00;0.563;;;;
3137;04/18/2021;16:00:00;1.112;;;;
3138;04/18/2021;18:00:00;0.453;;;;
3139;04/18/2021;20:00:00;-0.102;;;;
3140;04/18/2021;22:00:00;0.453;;;;
3141;04/19/2021;00:00:00;0.563;;;;
3142;04/19/2021;02:00:00;0.121;;;;
3143;04/19/2021;04:00:00;0.343;;;;
3144;04/19/2021;06:00:00;0.343;;;;
3145;04/19/2021;08:00:00;0.453;;;;
3146;04/19/2021;10:00:00;0.674;;;;
3147;04/19/2021;12:00:00;0.674;;;;
3148;04/19/2021;14:00:00;1.221;;;;
3149;04/19/2021;16:00:00;10.063;;;;
3150;04/19/2021;18:00:00;8.182;;;;
3151;04/19/2021;20:00:00;0.563;;;;
3152;04/19/2021;22:00:00;-1.114;;;;
3153;04/20/2021;00:00:00;-2.494;;;;
3154;04/20/2021;02:00:00;-3.553;;;;
3155;04/20/2021;04:00:00;-4.152;;;;
3156;04/20/2021;06:00:00;-4.152;;;;
3157;04/20/2021;08:00:00;-3.079;;;;
3158;04/20/2021;10:00:00;3.893;;;;
3159;04/20/2021;12:00:00;24.351;;;;
3160;04/20/2021;14:00:00;29.552;;;;
3161;04/20/2021;16:00:00;27.272;;;;
3162;04/20/2021;18:00:00;14.900;;;;
3163;04/20/2021;20:00:00;3.578;;;;
3164;04/20/2021;22:00:00;1.548;;;;
3165;04/21/2021;00:00:00;2.303;;;;
3166;04/21/2021;02:00:00;2.624;;;;
3167;04/21/2021;04:00:00;2.088;;;;
3168;04/21/2021;06:00:00;1.548;;;;
3169;04/21/2021;08:00:00;1.872;;;;
3170;04/21/2021;10:00:00;2.088;;;;
3171;04/21/2021;12:00:00;3.049;;;;
3172;04/21/2021;14:00:00;13.942;;;;
3173;04/21/2021;16:00:00;18.236;;;;
3174;04/21/2021;18:00:00;9.077;;;;
3175;04/21/2021;20:00:00;3.893;;;;
3176;04/21/2021;22:00:00;2.730;;;;
3177;04/22/2021;00:00:00;1.980;;;;
3178;04/22/2021;02:00:00;0.343;;;;
3179;04/22/2021;04:00:00;-0.213;;;;
3180;04/22/2021;06:00:00;-2.261;;;;
3181;04/22/2021;08:00:00;-1.456;;;;
3182;04/22/2021;10:00:00;5.347;;;;
3183;04/22/2021;12:00:00;28.060;;;;
3184;04/22/2021;14:00:00;27.370;;;;
3185;04/22/2021;16:00:00;14.804;;;;
3186;04/22/2021;18:00:00;9.275;;;;
3187;04/22/2021;20:00:00;4.831;;;;
3188;04/22/2021;22:00:00;1.003;;;;
3189;04/23/2021;00:00:00;0.121;;;;
3190;04/23/2021;02:00:00;-0.887;;;;
3191;04/23/2021;04:00:00;-1.228;;;;
3192;04/23/2021;06:00:00;-1.799;;;;
3193;04/23/2021;08:00:00;-0.549;;;;
3194;04/23/2021;10:00:00;7.079;;;;
3195;04/23/2021;12:00:00;27.272;;;;
3196;04/23/2021;14:00:00;35.222;;;;
3197;04/23/2021;16:00:00;31.778;;;;
3198;04/23/2021;18:00:00;18.045;;;;
3199;04/23/2021;20:00:00;6.674;;;;
3200;04/23/2021;22:00:00;3.788;;;;
3201;04/24/2021;00:00:00;2.195;;;;
3202;04/24/2021;02:00:00;1.764;;;;
3203;04/24/2021;04:00:00;0.784;;;;
3204;04/24/2021;06:00:00;-0.325;;;;
3205;04/24/2021;08:00:00;0.893;;;;
3206;04/24/2021;10:00:00;9.669;;;;
3207;04/24/2021;12:00:00;27.468;;;;
3208;04/24/2021;14:00:00;34.163;;;;
3209;04/24/2021;16:00:00;31.676;;;;
3210;04/24/2021;18:00:00;18.140;;;;
3211;04/24/2021;20:00:00;8.481;;;;
3212;04/24/2021;22:00:00;4.727;;;;
3213;04/25/2021;00:00:00;3.367;;;;
3214;04/25/2021;02:00:00;2.410;;;;
3215;04/25/2021;04:00:00;1.548;;;;
3216;04/25/2021;06:00:00;1.221;;;;
3217;04/25/2021;08:00:00;1.872;;;;
3218;04/25/2021;10:00:00;10.259;;;;
3219;04/25/2021;12:00:00;28.953;;;;
3220;04/25/2021;14:00:00;32.086;;;;
3221;04/25/2021;16:00:00;24.351;;;;
3222;04/25/2021;18:00:00;14.325;;;;
3223;04/25/2021;20:00:00;8.382;;;;
3224;04/25/2021;22:00:00;5.962;;;;
3225;04/26/2021;00:00:00;5.552;;;;
3226;04/26/2021;02:00:00;6.166;;;;
3227;04/26/2021;04:00:00;6.268;;;;
3228;04/26/2021;06:00:00;5.450;;;;
3229;04/26/2021;08:00:00;6.064;;;;
3230;04/26/2021;10:00:00;7.983;;;;
3231;04/26/2021;12:00:00;11.236;;;;
3232;04/26/2021;14:00:00;8.978;;;;
3233;04/26/2021;16:00:00;7.381;;;;
3234;04/26/2021;18:00:00;6.775;;;;
3235;04/26/2021;20:00:00;5.655;;;;
3236;04/26/2021;22:00:00;4.623;;;;
3237;04/27/2021;00:00:00;3.998;;;;
3238;04/27/2021;02:00:00;2.943;;;;
3239;04/27/2021;04:00:00;3.261;;;;
3240;04/27/2021;06:00:00;3.049;;;;
3241;04/27/2021;08:00:00;4.623;;;;
3242;04/27/2021;10:00:00;10.455;;;;
3243;04/27/2021;12:00:00;10.063;;;;
3244;04/27/2021;14:00:00;16.903;;;;
3245;04/27/2021;16:00:00;12.207;;;;
3246;04/27/2021;18:00:00;8.581;;;;
3247;04/27/2021;20:00:00;5.860;;;;
3248;04/27/2021;22:00:00;4.311;;;;
3249;04/28/2021;00:00:00;4.207;;;;
3250;04/28/2021;02:00:00;3.472;;;;
3251;04/28/2021;04:00:00;3.261;;;;
3252;04/28/2021;06:00:00;2.837;;;;
3253;04/28/2021;08:00:00;5.552;;;;
3254;04/28/2021;10:00:00;6.877;;;;
3255;04/28/2021;12:00:00;20.424;;;;
3256;04/28/2021;14:00:00;23.581;;;;
3257;04/28/2021;16:00:00;10.846;;;;
3258;04/28/2021;18:00:00;10.063;;;;
3259;04/28/2021;20:00:00;6.573;;;;
3260;04/28/2021;22:00:00;4.727;;;;
3261;04/29/2021;00:00:00;4.831;;;;
3262;04/29/2021;02:00:00;4.415;;;;
3263;04/29/2021;04:00:00;3.578;;;;
3264;04/29/2021;06:00:00;3.578;;;;
3265;04/29/2021;08:00:00;4.934;;;;
3266;04/29/2021;10:00:00;10.846;;;;
3267;04/29/2021;12:00:00;10.748;;;;
3268;04/29/2021;14:00:00;3.998;;;;
3269;04/29/2021;16:00:00;4.102;;;;
3270;04/29/2021;18:00:00;7.983;;;;
3271;04/29/2021;20:00:00;5.655;;;;
3272;04/29/2021;22:00:00;2.088;;;;
3273;04/30/2021;00:00:00;1.764;;;;
3274;04/30/2021;02:00:00;0.893;;;;
3275;04/30/2021;04:00:00;0.563;;;;
3276;04/30/2021;06:00:00;0.343;;;;
3277;04/30/2021;08:00:00;1.764;;;;
3278;04/30/2021;10:00:00;8.382;;;;
3279;04/30/2021;12:00:00;13.076;;;;
3280;04/30/2021;14:00:00;14.230;;;;
3281;04/30/2021;16:00:00;13.942;;;;
3282;04/30/2021;18:00:00;11.236;;;;
3283;04/30/2021;20:00:00;6.674;;;;
3284;04/30/2021;22:00:00;2.517;;;;
3285;05/01/2021;00:00:00;2.624;;;;
3286;05/01/2021;02:00:00;3.367;;;;
3287;05/01/2021;04:00:00;3.155;;;;
3288;05/01/2021;06:00:00;1.980;;;;
3289;05/01/2021;08:00:00;3.788;;;;
3290;05/01/2021;10:00:00;8.779;;;;
3291;05/01/2021;12:00:00;7.280;;;;
3292;05/01/2021;14:00:00;6.573;;;;
3293;05/01/2021;16:00:00;6.064;;;;
3294;05/01/2021;18:00:00;2.730;;;;
3295;05/01/2021;20:00:00;2.088;;;;
3296;05/01/2021;22:00:00;2.195;;;;
3297;05/02/2021;00:00:00;1.548;;;;
3298;05/02/2021;02:00:00;1.872;;;;
3299;05/02/2021;04:00:00;1.330;;;;
3300;05/02/2021;06:00:00;0.232;;;;
3301;05/02/2021;08:00:00;-0.774;;;;
3302;05/02/2021;10:00:00;0.010;;;;
3303;05/02/2021;12:00:00;0.674;;;;
3304;05/02/2021;14:00:00;3.261;;;;
3305;05/02/2021;16:00:00;3.578;;;;
3306;05/02/2021;18:00:00;2.195;;;;
3307;05/02/2021;20:00:00;0.343;;;;
3308;05/02/2021;22:00:00;-0.325;;;;
3309;05/03/2021;00:00:00;-1.001;;;;
3310;05/03/2021;02:00:00;-1.456;;;;
3311;05/03/2021;04:00:00;-1.799;;;;
3312;05/03/2021;06:00:00;-2.494;;;;
3313;05/03/2021;08:00:00;-2.377;;;;
3314;05/03/2021;10:00:00;0.674;;;;
3315;05/03/2021;12:00:00;22.429;;;;
3316;05/03/2021;14:00:00;31.064;;;;
3317;05/03/2021;16:00:00;30.457;;;;
3318;05/03/2021;18:00:00;18.140;;;;
3319;05/03/2021;20:00:00;4.831;;;;
3320;05/03/2021;22:00:00;1.548;;;;
3321;05/04/2021;00:00:00;0.343;;;;
3322;05/04/2021;02:00:00;-0.662;;;;
3323;05/04/2021;04:00:00;-1.570;;;;
3324;05/04/2021;06:00:00;-2.610;;;;
3325;05/04/2021;08:00:00;-1.570;;;;
3326;05/04/2021;10:00:00;7.079;;;;
3327;05/04/2021;12:00:00;20.901;;;;
3328;05/04/2021;14:00:00;19.092;;;;
3329;05/04/2021;16:00:00;24.931;;;;
3330;05/04/2021;18:00:00;13.654;;;;
3331;05/04/2021;20:00:00;6.775;;;;
3332;05/04/2021;22:00:00;3.472;;;;
3333;05/05/2021;00:00:00;3.261;;;;
3334;05/05/2021;02:00:00;3.049;;;;
3335;05/05/2021;04:00:00;1.980;;;;
3336;05/05/2021;06:00:00;2.730;;;;
3337;05/05/2021;08:00:00;2.943;;;;
3338;05/05/2021;10:00:00;2.730;;;;
3339;05/05/2021;12:00:00;4.727;;;;
3340;05/05/2021;14:00:00;28.953;;;;
3341;05/05/2021;16:00:00;11.819;;;;
3342;05/05/2021;18:00:00;11.334;;;;
3343;05/05/2021;20:00:00;1.548;;;;
3344;05/05/2021;22:00:00;-0.549;;;;
3345;05/06/2021;00:00:00;-0.325;;;;
3346;05/06/2021;02:00:00;-1.456;;;;
3347;05/06/2021;04:00:00;-0.887;;;;
3348;05/06/2021;06:00:00;0.010;;;;
3349;05/06/2021;08:00:00;4.311;;;;
3350;05/06/2021;10:00:00;8.282;;;;
3351;05/06/2021;12:00:00;5.655;;;;
3352;05/06/2021;14:00:00;3.683;;;;
3353;05/06/2021;16:00:00;3.578;;;;
3354;05/06/2021;18:00:00;1.980;;;;
3355;05/06/2021;20:00:00;2.730;;;;
3356;05/06/2021;22:00:00;1.656;;;;
3357;05/07/2021;00:00:00;1.330;;;;
3358;05/07/2021;02:00:00;1.112;;;;
3359;05/07/2021;04:00:00;1.003;;;;
3360;05/07/2021;06:00:00;0.563;;;;
3361;05/07/2021;08:00:00;1.003;;;;
3362;05/07/2021;10:00:00;5.552;;;;
3363;05/07/2021;12:00:00;11.819;;;;
3364;05/07/2021;14:00:00;10.651;;;;
3365;05/07/2021;16:00:00;10.944;;;;
3366;05/07/2021;18:00:00;6.166;;;;
3367;05/07/2021;20:00:00;1.330;;;;
3368;05/07/2021;22:00:00;-0.887;;;;
3369;05/08/2021;00:00:00;-1.799;;;;
3370;05/08/2021;02:00:00;-2.030;;;;
3371;05/08/2021;04:00:00;-2.377;;;;
3372;05/08/2021;06:00:00;-2.145;;;;
3373;05/08/2021;08:00:00;1.548;;;;
3374;05/08/2021;10:00:00;11.916;;;;
3375;05/08/2021;12:00:00;28.258;;;;
3376;05/08/2021;14:00:00;35.435;;;;
3377;05/08/2021;16:00:00;27.862;;;;
3378;05/08/2021;18:00:00;18.331;;;;
3379;05/08/2021;20:00:00;7.882;;;;
3380;05/08/2021;22:00:00;5.141;;;;
3381;05/09/2021;00:00:00;3.788;;;;
3382;05/09/2021;02:00:00;3.155;;;;
3383;05/09/2021;04:00:00;2.517;;;;
3384;05/09/2021;06:00:00;2.730;;;;
3385;05/09/2021;08:00:00;7.179;;;;
3386;05/09/2021;10:00:00;14.038;;;;
3387;05/09/2021;12:00:00;31.268;;;;
3388;05/09/2021;14:00:00;29.552;;;;
3389;05/09/2021;16:00:00;32.807;;;;
3390;05/09/2021;18:00:00;17.094;;;;
3391;05/09/2021;20:00:00;9.472;;;;
3392;05/09/2021;22:00:00;7.280;;;;
3393;05/10/2021;00:00:00;6.370;;;;
3394;05/10/2021;02:00:00;5.655;;;;
3395;05/10/2021;04:00:00;5.552;;;;
3396;05/10/2021;06:00:00;5.141;;;;
3397;05/10/2021;08:00:00;6.268;;;;
3398;05/10/2021;10:00:00;8.182;;;;
3399;05/10/2021;12:00:00;6.370;;;;
3400;05/10/2021;14:00:00;5.655;;;;
3401;05/10/2021;16:00:00;5.552;;;;
3402;05/10/2021;18:00:00;4.207;;;;
3403;05/10/2021;20:00:00;3.578;;;;
3404;05/10/2021;22:00:00;3.788;;;;
3405;05/11/2021;00:00:00;2.943;;;;
3406;05/11/2021;02:00:00;3.683;;;;
3407;05/11/2021;04:00:00;3.155;;;;
3408;05/11/2021;06:00:00;1.439;;;;
3409;05/11/2021;08:00:00;5.244;;;;
3410;05/11/2021;10:00:00;7.682;;;;
3411;05/11/2021;12:00:00;18.426;;;;
3412;05/11/2021;14:00:00;11.334;;;;
3413;05/11/2021;16:00:00;16.808;;;;
3414;05/11/2021;18:00:00;8.182;;;;
3415;05/11/2021;20:00:00;3.472;;;;
3416;05/11/2021;22:00:00;1.112;;;;
3417;05/12/2021;00:00:00;0.232;;;;
3418;05/12/2021;02:00:00;0.232;;;;
3419;05/12/2021;04:00:00;0.010;;;;
3420;05/12/2021;06:00:00;0.563;;;;
3421;05/12/2021;08:00:00;0.893;;;;
3422;05/12/2021;10:00:00;6.573;;;;
3423;05/12/2021;12:00:00;24.931;;;;
3424;05/12/2021;14:00:00;28.655;;;;
3425;05/12/2021;16:00:00;26.292;;;;
3426;05/12/2021;18:00:00;13.076;;;;
3427;05/12/2021;20:00:00;5.860;;;;
3428;05/12/2021;22:00:00;3.367;;;;
3429;05/13/2021;00:00:00;2.303;;;;
3430;05/13/2021;02:00:00;3.155;;;;
3431;05/13/2021;04:00:00;1.439;;;;
3432;05/13/2021;06:00:00;0.232;;;;
3433;05/13/2021;08:00:00;3.049;;;;
3434;05/13/2021;10:00:00;3.893;;;;
3435;05/13/2021;12:00:00;5.860;;;;
3436;05/13/2021;14:00:00;11.819;;;;
3437;05/13/2021;16:00:00;23.773;;;;
3438;05/13/2021;18:00:00;7.481;;;;
3439;05/13/2021;20:00:00;3.578;;;;
3440;05/13/2021;22:00:00;0.563;;;;
3441;05/14/2021;00:00:00;-0.887;;;;
3442;05/14/2021;02:00:00;-1.570;;;;
3443;05/14/2021;04:00:00;-2.261;;;;
3444;05/14/2021;06:00:00;-1.570;;;;
3445;05/14/2021;08:00:00;0.893;;;;
3446;05/14/2021;10:00:00;7.179;;;;
3447;05/14/2021;12:00:00;19.187;;;;
3448;05/14/2021;14:00:00;15.664;;;;
3449;05/14/2021;16:00:00;6.471;;;;
3450;05/14/2021;18:00:00;1.656;;;;
3451;05/14/2021;20:00:00;0.343;;;;
3452;05/14/2021;22:00:00;0.563;;;;
3453;05/15/2021;00:00:00;-0.887;;;;
3454;05/15/2021;02:00:00;-2.030;;;;
3455;05/15/2021;04:00:00;-1.684;;;;
3456;05/15/2021;06:00:00;-0.662;;;;
3457;05/15/2021;08:00:00;1.330;;;;
